ID,vdw,vdw_attr,vdw_rep,elec,elec_sr_attr,elec_lr_attr,elec_sr_rep,elec_lr_rep,hbp_ss,solv,sasa,acp,RMSD
1A2K,24,-57.29,1050.61,723.08,-983.16,-2458.45,921.95,2529.84,-4.58,-84.98,-159.97,4.7,14.16
1A2K,24,-44.48,1400.86,680.94,-554.42,-3276.52,533.55,3667.9,-3.59,-67.64,-166.6,6.01,15.96
1A2K,12,-21.52,134.45,459.91,-101.94,-2167.88,107.51,2272.58,0,-18.64,-205.3,-4.81,13.64
1A2K,74,-64.1,2353.14,563.51,-657.17,-2312.27,645.86,2398.97,-7.69,-79,-215.61,-6.52,10.02
1A2K,33,-50.21,3986.52,702.06,-594,-2989.53,626.23,2900.53,-6.42,-132.79,-181.27,-4.38,12.3
1A2K,37,-63.02,1562.57,820.02,-758.27,-3136.11,799.92,3297.73,-4.36,-86.3,-180.93,1.67,5.05
1A2K,29,-49.86,1082.03,726.78,-616.79,-2135.54,648.52,2281.58,-4.38,-69.81,-184.97,-1.28,12.05
1A2K,58,-103.97,3936.89,1084.84,-1497.97,-2718.64,1482.71,2729.55,-5.82,-159.97,-158.12,12.86,20.19
1A2K,52,-68.99,2696.96,806.68,-998.95,-3003.49,918.93,3476.61,-4.97,-105.2,-161.49,7.79,12.59
1A2K,12,-30.77,446.75,726.25,-485.92,-2833.14,437.18,2927.7,-2.01,-47.39,-160.82,7.42,13.21
1A2K,40,-64.93,2303.59,762.76,-641.63,-3153.7,653.28,3212.03,-2.96,-85.3,-185.98,-11.02,11.55
1A2K,19,-31.75,403.41,515.05,-284.82,-2512.48,289.6,2534.54,-1,-31.99,-203.75,-6.24,15.79
1A2K,52,-76.05,3097.99,696.94,-913.58,-3505.88,891.81,3334.94,-5.52,-106.18,-167.4,3.13,15
1A2K,27,-54.98,872.99,733.58,-767.96,-2317.91,743.35,2722.57,-3.55,-74.87,-181.93,-3.34,17.05
1A2K,118,-112.8,6124.59,1041.86,-1491.88,-3118.83,1510.45,3482.05,-10,-202.4,-151.08,17,17.35
1A2K,49,-63.95,1672.93,708.18,-987.74,-2083.86,979.28,2604.4,-3.35,-97.1,-179.02,9.32,16.88
1A2K,45,-64.19,2108.63,858.65,-478.54,-2170.78,483.38,2406.3,-3.77,-72.84,-176.45,-16.48,21.9
1A2K,99,-86.19,5570.63,884.74,-973.11,-2191.78,967.48,2376.26,-3.81,-121.57,-177.81,-9.27,22.71
1A2K,59,-69.12,3274.57,901.33,-731.19,-3667.38,765.78,3965.04,-1.44,-103.3,-165.99,6.56,9.1
1A2K,29,-45.98,1095.03,777.27,-395.48,-3231.17,380.39,3590.51,-0.84,-55.16,-177.55,0.11,13.15
1A2K,53,-63.98,1914.74,847.8,-814.41,-3851.69,786.57,3811.79,-6.29,-100.6,-181.66,6.69,7.67
1A2K,48,-64.6,1485.76,840.92,-614.4,-2996.18,641.95,3443.26,-2.27,-88.24,-178.05,1.34,10.1
1A2K,69,-67.73,3478.43,709.48,-782.52,-2042.94,845.32,2099.61,-5.06,-93.04,-183.88,-3.78,14.37
1A2K,43,-66.1,755.78,705.02,-881.97,-3370.44,798.96,3485.42,-3.86,-90.35,-177.66,9.06,10.98
1A2K,32,-62.78,1419.05,882.49,-612.74,-2265.89,659.6,2589.39,-2.25,-75.58,-191.61,-7.85,16.49
1A2K,44,-55.23,1459.75,792.65,-427.63,-2897.72,488.21,3173.69,-2.61,-68.71,-189.78,-2.45,10.69
1A2K,72,-79.61,4991.82,880.51,-906.34,-2124.41,906.04,2250.5,-5.76,-111.36,-174.92,-5.68,22.31
1A2K,82,-72.67,6075.81,625.89,-898.96,-3035.84,851.87,3261.91,-5.85,-126.61,-175.21,1.18,14.35
1A2K,67,-59.49,3570.52,769.62,-793.06,-2556.72,749.92,3141.21,-5.18,-91.14,-167.61,7.19,15.24
1A2K,46,-57.91,3563.98,698.92,-444.26,-2654.69,418.84,2872.35,-1.69,-78.46,-181.95,3.22,9.14
1A2K,25,-36.19,1271.57,727.98,-248.72,-2230.43,222.24,2662.98,-1.6,-36.59,-182.06,-10.39,14.63
1A2K,20,-36.21,239.31,526.93,-343.83,-2508.19,311.37,2472.4,-0.46,-38.95,-199.11,-0.22,10.19
1A2K,26,-41.09,701.85,581.27,-470.44,-2199.32,453.75,2233.33,-2.99,-54.92,-185.65,-3.63,19.83
1A2K,100,-84.14,5888.94,824.71,-1202.04,-2938.19,1166.81,2799.18,-4.81,-122.8,-191.73,8.67,15.47
1A2K,41,-71.83,2924.18,873.26,-886.68,-3451.77,891.82,3431.15,-5.44,-119.14,-166.98,10.07,10.23
1A2K,25,-43,1270.97,721.89,-148.66,-2872.28,149.47,2840.28,-1.56,-40.97,-203.11,-9.19,13.62
1A2K,60,-59.8,6382.95,568.22,-535.09,-2727.15,467.08,2744.27,-4.6,-83.24,-199.16,-9.98,11.53
1A2K,102,-100.02,6734.52,942.22,-907.48,-2741.76,939.11,3035.55,-4.49,-142.82,-178.2,-8.22,15.43
1A2K,18,-29.05,309.36,721,-433.3,-2901.08,405.83,3003.65,-1.87,-49.33,-164.75,7.15,13.24
1A2K,51,-35.33,3238.32,574.2,-786.56,-3074.1,744.18,3385.78,-3.41,-78.86,-161.3,14.14,16.67
1A2K,27,-42.08,2802.2,529.66,-512.2,-2307.43,489.99,2329.37,-4.96,-55.21,-200.22,1.79,11.66
1A2K,26,-49,1340.63,791.52,-351.32,-2031.5,365.19,2102.66,0,-54.53,-182.09,-0.78,23.8
1A2K,46,-45.02,2653.13,631.35,-400.2,-2794.41,364.7,2833.57,-3.07,-58.83,-199.5,-9.3,3.08
1A2K,19,-59.46,218.11,653.7,-948.96,-1916.92,915.04,2361.03,-3.76,-85.64,-161.7,5.9,24.53
1A2K,29,-42.22,1365.02,761.88,-693.29,-2963.23,690.02,3410.93,-3.43,-75.01,-158.99,14.46,14.64
1A2K,15,-37.49,458.54,681.27,-447.4,-1959.95,417.32,2366.99,-1.69,-49.83,-185.16,0.47,19.63
1A2K,35,-47.17,874.61,681.73,-522.38,-2561.74,493.9,2594.23,-2.98,-59.3,-194.6,-0.99,9.87
1A2K,28,-45.43,969.25,591.9,-556.29,-2048.34,576.26,2623.89,-0.89,-58.45,-178.94,3.92,19.27
1A2K,73,-84.26,6352.24,883.1,-825.45,-1954.59,809.46,2183.76,-4.65,-118.79,-182.92,-16.16,21.88
1A2K,50,-54.06,1432.58,702.32,-724.62,-2858.84,714.78,2902.81,-4.05,-80.32,-186.69,-7.9,10.04
1A2K,27,-48.02,1178.24,679.42,-454.88,-1793.19,480.8,2262.3,-2.07,-59.56,-186.98,-7.19,16.44
1A2K,14,-47.92,228.6,564.31,-380.42,-2219.44,366.76,2309.98,-2.19,-46.02,-209.52,0.05,11.87
1A2K,79,-105.7,2827.79,928.44,-1293.88,-2970.43,1282.54,2940.45,-6.57,-154.72,-150.67,5.54,15.89
1A2K,34,-64.19,1202.22,674.2,-791.08,-2386.86,748.72,3072.14,-4.79,-82.77,-179.21,5.14,21.09
1A2K,48,-68.9,3302.85,703.68,-835.48,-2419.27,797.64,2950.27,-5.45,-100.68,-183.57,7.73,15.41
1A2K,38,-50.66,884.98,695.66,-853.98,-2164.43,858.12,2625.97,-6.65,-80.91,-180.22,7,18.5
1A2K,33,-37.68,1499.77,672.16,-539.29,-1940.98,517.2,2237.08,-2.6,-55.18,-186.56,0.11,16.51
1A2K,41,-50.71,2385.6,742.07,-572.53,-2624.08,534.9,2692.48,-3.5,-63.72,-178.51,-2.23,13.62
1A2K,44,-57.62,1481.97,772.77,-632.07,-3134.7,615.9,3460.25,-3.96,-85.01,-171.76,2.96,10.49
1A2K,54,-63.68,4833.34,842.64,-386.55,-3254.98,426.53,3149.26,-2.87,-79.74,-181.82,-4.36,13.14
1A2K,36,-57.32,2418.21,843.34,-910.59,-2507.95,939.59,3174.3,-7.26,-105.26,-169.74,5.77,16.65
1A2K,49,-56.95,3289.35,727.18,-608.15,-2148.19,590.88,2393.05,-5.73,-86.45,-189.82,-0.68,19.27
1A2K,42,-49.6,2439.56,640.83,-542.64,-2134.31,528.94,2210.27,-0.75,-65.23,-189.03,-5.61,16.72
1A2K,28,-45.92,2254.58,679.18,-590,-2769.71,592.89,3145.05,-1.24,-66.55,-190.65,-0.64,9.81
1A2K,41,-57.47,3843.45,618.77,-388.75,-2010.38,373.18,2019.59,-0.87,-63.97,-194.92,-6.35,15.47
1A2K,48,-61.15,2780.17,673.3,-758.48,-1995.16,749.56,2381,-4.41,-80.05,-193.14,-8.32,14.78
1A2K,55,-46.51,5096.98,657.42,-769.74,-3008.62,740.97,3310.09,-4.74,-98.55,-169.41,19.46,12.31
1A2K,42,-42.01,2004.09,596.46,-244.6,-3209.55,210.55,3710.69,-1.45,-50.51,-184.95,-3.26,13.2
1A2K,26,-35.94,1013.11,661.61,-356.7,-1820.05,382.45,2140.61,-1.39,-43.43,-185.16,-4.38,14.95
1A2K,40,-49.62,1607.03,647.38,-537.37,-2447.11,510.29,2461.82,-3.1,-70.82,-188.44,-1.85,15.86
1A2K,27,-36.44,703.57,731.74,-514.98,-2966.24,465.95,3079.31,-3.03,-52.46,-166.86,3.2,11.46
1A2K,46,-56.51,2978.82,796.58,-316.31,-3034.83,329.99,3088.62,-1.75,-63.84,-181.72,-5.49,9.81
1A2K,107,-94.75,10068.86,713.57,-1236.84,-3040.23,1184.41,3429.52,-3.03,-237.4,-173.58,12.46,14.35
1A2K,30,-71.09,1711.19,583.21,-919.9,-2786.21,891.84,2808.51,-6.27,-91.08,-203.18,-6.88,8.48
1A2K,21,-48.08,1092.55,725.68,-516.61,-2128.77,520.46,2312.67,-2.08,-60.35,-182.95,-4,15.96
1A2K,111,-94.09,10344.36,728.85,-1480.65,-2480.26,1473.42,2877.69,-7.29,-170.2,-175.65,6.53,14.97
1A2K,42,-50.95,1601.03,768.89,-289.91,-2161.38,320.39,2297.08,-2.79,-55.73,-202.95,-11.75,14.29
1A2K,78,-77.74,5676.91,725.65,-796.65,-3427.32,795.05,3455.62,-3.28,-108.37,-180.12,5.43,12.82
1A2K,43,-58.52,2726.52,852.4,-428.27,-2484.49,460.68,2742.46,-1.22,-75.81,-194.68,-18.75,13.93
1A2K,64,-63.34,2902.68,708.77,-721.89,-2876.53,695.59,2935.54,-4.79,-91.99,-183.24,-2.68,13.77
1A2K,54,-59.44,5519.28,541.19,-842.22,-2914.52,787.65,2810.29,-1.6,-118.85,-176.54,8.05,19.56
1A2K,47,-72.28,1941.81,864.26,-955.36,-3373.99,944.77,3899.63,-3.63,-117.91,-163.12,7.04,8.63
1A2K,75,-67.99,5023.53,648.29,-1133.75,-2151.07,1108.31,2342.92,-3.54,-112.6,-184.07,-10.36,16.4
1A2K,22,-49.05,408.17,723.27,-375.07,-2205.73,385.74,2405.49,-4.72,-60.1,-186.7,-5.27,16.12
1A2K,76,-82.1,5039.69,819.56,-1344.65,-2593.84,1374.66,2794.78,-6.41,-138.24,-180.31,10.58,18.11
1A2K,76,-102.72,4825.33,898.24,-1188.77,-3867.43,1190.91,3919.46,-6.8,-146.05,-165.05,7.32,12.14
1A2K,37,-54.59,1743.03,726.87,-490.69,-2956.67,489.86,2994.71,-3.12,-65.81,-182.06,-2.49,5.45
1A2K,29,-44.92,2349.51,736.13,-422.03,-1715.6,371.76,2188.73,-2.11,-57.92,-184.2,-3.72,21.7
1A2K,92,-88.14,7521.54,861.37,-1024.49,-2828.43,971.64,3035.43,-4.03,-141.77,-177.23,6.47,16.28
1A2K,84,-94.38,4950.9,845.27,-1043.22,-2537.2,1012.84,2955.77,-9,-139.6,-159.96,2.8,15.59
1A2K,29,-41.53,704.84,512.9,-277.73,-2268.53,243.59,2531.11,-1.46,-44.56,-191.66,-6.26,14.91
1A2K,39,-50.92,3543.36,684.5,-484.64,-1946.52,441.36,2328.19,-3.24,-82.45,-189.15,-11.44,15.64
1A2K,88,-64.98,7255.03,589.49,-806.95,-2704.06,804.01,2802.88,-7.8,-173.07,-216.96,-11.62,8.11
1A2K,79,-91.24,3914.9,1033.38,-924.43,-2262.23,932.58,2535.76,-3.91,-133.81,-163.45,6.59,19.94
1A2K,23,-47.75,427.56,854.96,-363.09,-2610.87,386.62,2778.66,-1.08,-50.82,-188.03,-8.75,13.59
1A2K,18,-42.16,293.72,739.05,-455.45,-2081.59,476.97,2385.77,-2.6,-47.56,-193.72,0.27,17.26
1A2K,77,-70.95,5920.63,553.14,-496.95,-2838.27,445.81,2666.09,-5.34,-102.84,-190.9,-5.97,10.48
1A2K,50,-82.45,1883.17,855.98,-716.52,-2818.32,721.56,2741.13,-6.03,-96.08,-198.86,-18.08,13.13
1A2K,26,-25.65,589.53,505.95,-97.56,-2292.28,94.68,2424.37,0,-27.28,-201.29,-8.29,14.89
1A2K,33,-30.48,1167.09,497.29,-165.55,-2492.16,153.45,2560.07,0,-39.57,-195.9,-5.19,14.59
1A2K,43,-67.61,3696.11,838.25,-694.17,-2215.45,668.95,2605.45,-3.69,-90.91,-189.25,-1.82,18.87
1A2K,72,-72.46,4335.88,857.54,-973.58,-2786.6,1034.41,3325.74,-2.85,-126.72,-178.97,-5.51,10.93
1A2K,30,-37.47,1245.31,584.9,-478.18,-2735.45,476.1,3143.75,-2.71,-53.92,-175.61,10.35,12.56
1A2K,22,-36.64,823.84,736.73,-295.55,-2303.81,301.83,2683.45,-2.34,-40.12,-179.11,-10.12,14.54
1A2K,26,-55.26,465.56,779.77,-717.14,-2745.54,663.34,3214.86,-2.96,-73.21,-156.34,11.79,20.31
1A2K,20,-32.57,487.84,540.34,-385.47,-2554.03,340.25,2463.92,0,-38.67,-187.21,-0.72,11.19
1A2K,38,-69.93,1395.26,703.93,-868.34,-2114.71,867.6,2303.93,-9.68,-94.43,-182.96,-4.24,16.06
1A2K,91,-78.89,5161.53,959.29,-669.54,-2224.96,663.91,2421.63,-3.47,-108.44,-178.81,-18.36,20.43
1A2K,53,-50.86,3061.41,782.32,-669.37,-2931.03,629.5,3102.93,-1,-85.15,-168.15,4.21,12.33
1A2K,81,-64.47,5116.83,602.39,-958.96,-1665.38,917.68,1975.23,-3.88,-102.09,-182.84,-11.4,19.48
1A2K,54,-64.92,3378.05,772.95,-829.53,-2228.66,828.61,2331.25,-3.41,-101.32,-178.7,-0.97,16.65
1A2K,57,-65.12,3482.41,680.5,-589.16,-2042.3,599.32,2147.63,-2.79,-89.11,-186.24,-6.24,16.15
1A2K,50,-57.32,3531.73,816.04,-465.89,-1882.35,458.02,2122.17,-1.4,-69.86,-179.36,-6.25,22.97
1A2K,67,-67.57,3256.4,643.87,-1009.26,-1991.02,930.22,2237.34,-6.45,-101.86,-193.32,-8.09,14.64
1A2K,26,-69.51,1127.42,737.7,-813.4,-2169.07,834.54,2364.5,-2.27,-84.85,-186.49,-1.28,15.92
1A2K,29,-51.23,1047.99,612.94,-365.19,-1965.77,404.6,2102.11,-1.56,-52.04,-187.78,-17,15.23
1A2K,63,-66.96,4751.4,793.77,-819.81,-4105.95,764.29,4286.24,-4.35,-105.81,-158.19,3.79,11.65
1A2K,42,-52.51,1719.46,647.05,-636.98,-2020.37,596.75,2333.14,-1.29,-74.54,-176.23,-3.35,15.19
1A2K,9,-30.8,75.42,725.41,-119.01,-2015.48,150.17,2157.99,-1.5,-28.36,-199.18,-5.23,19.67
1A2K,44,-48.2,3050.7,609.69,-366.44,-2465.56,355.91,2673.57,-4.1,-76.74,-211.33,-7.63,13.63
1A2K,36,-54.95,1174.59,576.21,-862.02,-2162.71,830.75,2252.87,-4.68,-81.06,-174.2,5.96,18.77
1A2K,54,-76.34,2215.07,738.12,-954.1,-2077.22,964.95,2149.72,-4.27,-106.14,-182.76,-4.28,14.07
1A2K,28,-40.55,785.33,724.38,-229.85,-2498.81,239.63,2526.67,-1.48,-37.5,-205.38,-10.63,17.14
1A2K,90,-95.29,5029.08,905.18,-1200.5,-2949.82,1175.15,3149.62,-7.7,-140.38,-185.55,7.8,16.14
1A2K,14,-33.81,631.81,635.57,-407.91,-2314.03,367.18,2837.43,-3.39,-40.22,-184.79,-2.56,13.91
1A2K,54,-55.94,3490.28,667.2,-720.55,-2537.57,727.34,2759.13,-3.64,-95.32,-188.64,2.77,18.84
1A2K,32,-56.37,1699.29,506.02,-464.1,-1886.02,483.98,1838.97,-4.86,-50.69,-208.43,-9.08,15.47
1A2K,65,-80.88,3624.92,680.27,-825.78,-2294.45,825.96,2912.71,-1.85,-116.71,-184.74,-4.06,15.28
1A2K,40,-49.66,3468.16,708.98,-704.46,-2149.43,664.88,2410.43,-3.1,-68.18,-196.27,-2.9,15.66
1A2K,130,-120.26,8578.24,944.9,-1053.69,-2970.34,1089.75,2881.28,-8.91,-167.41,-187.17,-2.83,15.42
1A2K,24,-47.38,653.7,681.76,-508.57,-2009.22,497.3,2114.86,-1.81,-57.27,-194.23,-1.87,18.36
1A2K,45,-49.74,2394.16,749.06,-596.63,-2355.01,615.08,2505.74,-2.33,-73.31,-192.6,-1.43,16.01
1A2K,79,-79.06,6192.62,673.37,-1175.49,-2272.41,1141,2790.31,-7.3,-148.3,-175.33,3.76,13.72
1A2K,27,-38.94,802.92,721.13,-570.03,-2777.98,560.25,2901,-3.89,-53.24,-167.53,2.2,11.47
1A2K,14,-21.37,166.89,699.78,-23.02,-2202.23,21.61,2229.4,0,-17.77,-202.97,-7.39,16.1
1A2K,32,-40.4,1888.63,546.89,-305.06,-3248.32,297.5,3231.23,-0.73,-54.97,-187.56,3.95,12.29
1A2K,42,-60.21,1550.02,701.89,-758.04,-1974.21,727.44,1958.78,-3.68,-81.46,-185.17,4.29,20.24
1A2K,26,-41.53,1764.59,680.12,-346.3,-1992.39,355.45,2203.4,-2.35,-52.42,-188.22,-4.69,16.35
1A2K,61,-67.77,3561.5,707.69,-695.63,-2657.46,700.36,2898.86,-2.38,-92.87,-199.86,-9.25,11.58
1A2K,46,-56.05,2340.87,611.12,-750.99,-2667.86,734.37,2729.73,-5.04,-74.56,-195.98,-8.81,10.56
1A2K,60,-71.14,3009.03,820.91,-946.9,-3076.35,954.38,3324.86,-5.08,-105.92,-179.76,0.94,11.23
1A2K,74,-79.75,4273.43,767.15,-941.95,-3398.63,921.1,3820.55,-4.17,-106.26,-180.68,-0.76,8.96
1A2K,63,-73.35,3023.07,711.17,-959.97,-3037.76,956.27,2966.84,-4.71,-112.12,-169.13,16.03,12.75
1A2K,155,-133.83,9657.82,830.62,-1723.15,-2831.28,1709.54,3127.56,-7.01,-217.73,-173.96,4.55,15.49
1A2K,24,-61.74,764.66,881.74,-439.21,-2593.94,452.64,2665.88,-3.11,-72.22,-181.15,-0.43,17.75
1A2K,51,-53.2,3219.66,546.63,-557.98,-2794.9,503.98,2861.35,-7.14,-65.67,-206.48,-1.95,9.32
1A2K,51,-57.46,2952.66,727.71,-493.75,-3324,446.9,3419.03,-3.52,-75.63,-180.39,-3.46,13.57
1A2K,42,-61.89,3614.82,669.18,-614.71,-2041.81,619.75,2050.3,-0.91,-73.86,-182.49,-3.81,16.24
1A2K,46,-54.28,2296.1,825.01,-600.35,-3699.94,582.1,4201.93,-3.87,-82.34,-154.61,3.87,13.59
1A2K,58,-61.36,3328.1,703.21,-760.65,-2078.76,706.36,2436.12,-3.4,-84.52,-188.72,-7.16,12.84
1A2K,37,-41.35,2612.59,777.53,-359.36,-3422.43,397.69,3525.17,-1.46,-66.51,-183.55,-9.13,7.45
1A2K,109,-88.95,8641.15,686.31,-1331.23,-2153.93,1266.76,2557.72,-8.85,-151.41,-177.95,8.81,15.51
1A2K,66,-67.57,4127.74,614.11,-701.83,-2632.88,712.12,2685.04,-3.22,-89.44,-199.25,-14.88,10.39
1A2K,57,-72.47,2459.71,687.72,-849.99,-2392.77,820.14,2950.95,-1.44,-99.39,-176.82,6.54,20.86
1A2K,76,-74.8,2618.33,780.48,-826.57,-2253.76,856.44,2669.9,-2.82,-110.07,-185.98,1.74,13.36
1A2K,47,-68.31,809.88,700.11,-979.57,-3055.53,925.6,3325.14,-8.22,-94.2,-175.15,7.15,5.75
1A2K,27,-46.98,1499.61,656.75,-455.01,-2039.93,445.02,2084.14,-2.23,-62.64,-180.55,1.77,18.42
1A2K,28,-69.81,894.51,762.06,-1238.16,-2505.86,1172.96,2867.84,-10.89,-96.03,-175.78,15.25,13
1A2K,50,-58.62,3555.5,627.95,-792.33,-2767.94,771.54,2909.57,-3.31,-98.61,-193.81,-3.34,14.45
1A2K,72,-58.11,6557.17,695.19,-404.03,-3064.82,401.81,3055.71,-2.59,-190.82,-196.48,-9.74,13.34
1A2K,35,-59.51,1503.19,590.53,-454.66,-1983.72,416.2,1957.62,0,-60.6,-201.19,-6.63,15.54
1A2K,28,-59.19,1955.05,681.81,-822.89,-2172.66,858.06,2282.73,-3.86,-82.79,-171.01,5.63,15.65
1A2K,85,-98.23,5747.93,849.67,-1224.41,-2045.47,1229.32,2272.09,-7.79,-148.72,-153.99,-2.94,21.51
1A2K,50,-53.62,4134.9,723.8,-712.94,-2091.2,687.75,2437.36,-4.84,-92.2,-181.7,-4.45,16.7
1A2K,25,-44.73,540.84,541.69,-351.15,-2713.94,342.82,2619.77,-1.46,-47.57,-198.12,-0.37,10.66
1A2K,63,-78.27,2193.13,621.86,-869.54,-2883.59,874.13,2721.62,-5.53,-100.94,-212.23,-5.36,6.61
1A2K,72,-82.33,3821.13,670.56,-1169.42,-3534,1098.69,3671.65,-6.6,-127.82,-184.33,1.69,14.9
1A2K,26,-28.96,508.18,662.02,-104.78,-2072.87,95.2,2097.45,0,-26.25,-197.15,-9.08,17.98
1A2K,26,-41.85,1295.55,616.74,-646.16,-3100.61,607.54,3280.14,-8.86,-57.84,-188.22,6.33,10.9
1A2K,57,-54.54,2960.96,693.2,-733.72,-2477.63,748.15,2540.9,-5.72,-86.78,-184.12,-6.62,16.39
