ID,vdw,vdw_attr,vdw_rep,elec,elec_sr_attr,elec_lr_attr,elec_sr_rep,elec_lr_rep,hbp_ss,solv,sasa,acp,RMSD
1A2K,46,-50.8,2521.21,723.02,-592.59,-2142.3,599.81,2412.27,-7.19,-72.45,-185.46,-13.7,17.1
1A2K,17,-42.58,534.8,762.13,-572.29,-3086.56,587.7,3200.1,-3.5,-58.74,-174.15,6.49,5.25
1A2K,62,-77.86,4679.59,707.63,-916.82,-2813.51,882.88,3167.66,-5.02,-100.11,-182.03,-1.87,17.54
1A2K,33,-36.67,639.8,709.37,-342.7,-2215.38,320.43,2775.44,-0.58,-46.89,-186.25,-4.17,15.01
1A2K,49,-68.9,3185.37,1013.89,-851.7,-2564.01,873.61,2933.45,-2.95,-100.48,-175.49,-1.82,15.76
1A2K,30,-41.35,1186.69,707.33,-330.4,-2357.17,317.88,2615.62,-0.53,-54.52,-180.35,-1.95,15.4
1A2K,51,-66.59,5977.51,787.61,-896.59,-2031.06,931.61,2349.01,-6.01,-107.48,-181.23,-1.29,15.24
1A2K,20,-36.2,394.27,569.57,-187.35,-2930.48,188.79,3127.06,0,-33.21,-191.12,-4.49,15.68
1A2K,33,-64.55,1982.62,698.86,-633.74,-3108.47,629.25,3130.35,-3.31,-75.78,-178.38,2.62,6.43
1A2K,32,-44.56,986.19,522.94,-323.13,-2284.19,301.91,2251.45,-0.97,-45.73,-207.54,-2.86,10.26
1A2K,53,-76.83,3783.68,989.9,-694.82,-2212,719.94,2514.78,-4.08,-111.95,-168.67,-4.38,19.25
1A2K,36,-68.44,2285.36,855.61,-849.85,-3353.12,836.22,3512.52,-5.68,-96.03,-168.98,7.71,7.1
1A2K,33,-44.43,2074.97,757.59,-412.4,-2275.33,414.59,2601.4,-3.15,-61.4,-176.91,-3.25,17.06
1A2K,10,-46.91,71.55,654.35,-615.17,-2412.74,619.06,2695.19,-5.6,-56.03,-175.37,7.79,20.21
1A2K,60,-72.96,2032.92,814.73,-1017.31,-2182.97,992.51,2653.39,-6.15,-105.76,-170.58,6.18,17.22
1A2K,38,-75.14,1359.21,788.44,-914.89,-3134.85,879.9,3436.46,-1.56,-100.71,-160.1,7.5,12.8
1A2K,20,-50.61,315.07,720.02,-263.78,-1960.29,265.89,2315.86,-1.68,-46.79,-198.67,-9.58,16.69
1A2K,59,-76.36,3600.43,756.42,-1076.12,-2478.13,1046.23,2985.56,-7.95,-116.96,-177.9,-2.03,16.74
1A2K,13,-41.73,419.94,769.57,-229.56,-2053.55,234.35,2183.64,0,-39.2,-193.56,-6.16,20.22
1A2K,49,-87.59,2374.87,812.02,-1266.45,-2487.34,1334.2,2584.32,-10.81,-132.51,-157.21,3.26,15.46
1A2K,43,-84.22,1231.35,828.72,-1026.23,-3165.15,987.09,3222.69,-3.96,-117.66,-156.72,17.11,16.03
1A2K,42,-68.04,1172.65,779.56,-778.66,-2428.26,757.28,2915.29,-6.49,-85.14,-182.9,4.57,13.41
1A2K,32,-36.8,1782.05,670.11,-387.02,-3337.17,355.85,3416,-2.49,-58.6,-177.46,5.65,10.62
1A2K,30,-32.14,1415.94,532.63,-197.9,-2370.84,194.17,2401.29,0,-34.84,-198.51,-5.36,6.16
1A2K,112,-114.29,8596.43,995.8,-1314.56,-2303.34,1379.85,2443.69,-14.73,-181.64,-173.25,-19.34,22.27
1A2K,34,-38.84,528.39,673.28,-513.62,-2413.39,466.62,2624.43,-3.37,-57.61,-175.38,-3.27,19.02
1A2K,25,-38.74,1345.98,737.47,-599.02,-2784.28,577.12,2932.5,-2.24,-61.8,-168.57,4.56,12.99
1A2K,30,-59.92,808.94,737.79,-514.25,-2533.16,512.93,2506.59,-2.52,-72.38,-175.09,-0.92,14.9
1A2K,32,-54.07,1360.86,670.75,-376.86,-2956.13,335.49,3106.84,-0.63,-62.36,-199.92,1.18,14.22
1A2K,21,-40.12,676.66,645.11,-487.74,-2434.32,494.57,2450.56,-1.73,-51.71,-183.99,-2.93,16.05
1A2K,63,-56.14,4178.32,653.77,-675.6,-1858.81,650.61,2094.49,-3.99,-84.18,-186.15,-1.06,17.52
1A2K,28,-41.97,1036.9,662.01,-445.3,-1987.96,442.83,2380.65,-2.79,-44.36,-192.89,-1.6,14.03
1A2K,46,-71.24,1327.21,856.9,-884.9,-2636.8,901.72,2707.02,-5.23,-106.96,-176.05,-4.85,14.97
1A2K,44,-56.24,1768.2,707.38,-426.17,-1986.84,433.4,2411.23,-0.63,-61.29,-186.04,-9.75,14.69
1A2K,69,-86.68,4404.34,600.46,-1138.82,-2942.89,1087.83,2934.3,-10.4,-123.33,-205.14,-13.17,9.06
1A2K,38,-89.63,779.56,731.86,-1325.27,-2833.72,1364.58,3174.51,-5.52,-128.78,-162.78,22.09,12.74
1A2K,51,-64.64,1728.64,554.57,-904.07,-2600.42,924.18,2552.57,-2.06,-93.74,-204.55,-8.36,8.47
1A2K,28,-66.83,784.49,816.12,-633.9,-2024.1,629.91,2162.91,-3.2,-74.36,-183.53,-5.15,22.29
1A2K,41,-49.55,2872.47,539.7,-570.69,-1472.64,580.41,1732.97,-2.54,-66.93,-179.87,-6.37,20.71
1A2K,71,-58.97,5767.93,789.78,-705.08,-2498.21,711.48,2791.2,-3.89,-99.95,-184.13,-12.42,14.47
1A2K,42,-38.53,3144.03,509.13,-217.12,-2433.79,196.83,2474.53,-1.55,-49.35,-201.51,-10.88,14.57
1A2K,67,-61.15,5500.1,668.68,-818.09,-2582.36,766.87,2878.31,-2.65,-89.94,-183.68,-2.06,16.25
1A2K,35,-41.56,2625.03,578.25,-782.04,-1906.65,736.79,1978.52,-5.91,-62.55,-188.32,-2.35,16.75
1A2K,80,-65.62,8820.1,695.44,-793.27,-2195.55,812.06,2276.6,-4.56,-132.58,-184.93,-3.8,13.53
1A2K,100,-87.72,5773.55,698.11,-1007.53,-2644.78,999.39,3035.47,-3.42,-145.38,-178.69,1.97,18.29
1A2K,23,-41.71,768.78,502.29,-630.89,-2996.08,550.58,2794.92,-3.1,-59.04,-175.12,3.87,14.93
1A2K,106,-98.94,10245.87,819.69,-1594.65,-2572.12,1607.86,2743.46,-11.32,-199.31,-178.36,10.6,15.95
1A2K,26,-48.88,911.26,812.04,-285.01,-3085.63,270.09,3342.42,0,-56.99,-180.98,-3.09,10.05
1A2K,50,-82.07,1677,857.14,-852.59,-2989.58,869.55,3177.23,-6.09,-108.57,-183.34,-8.46,7.26
1A2K,57,-59.32,3151.98,648.21,-303.87,-2707.77,340.34,2751.69,-0.4,-65.84,-203.82,-9.96,12.32
1A2K,74,-72.87,3974.63,674.94,-1061.87,-2228.92,1024.81,2306.89,-7.11,-97.19,-188.28,-10.14,16.05
1A2K,41,-50.37,2001.48,597.42,-730.99,-1975.46,717.54,2553.86,-4.79,-72.92,-181.91,6.85,20.31
1A2K,79,-74.36,4678.11,653.25,-910.84,-1915.72,913.71,2265.57,-3.52,-115.54,-183.33,-3.53,14.84
1A2K,41,-62.58,1233.01,692.1,-1076.65,-2694.4,994.74,3126.74,-6.4,-93.33,-179.32,4.36,8.38
1A2K,77,-79.14,5810.27,790.19,-1001.22,-1990.96,938.92,2548.19,-9.55,-132.3,-171.06,-6.88,19.08
1A2K,24,-40.86,404.53,848.1,-391.89,-2644.73,384.81,3002.2,-2.39,-50.41,-177.78,-3.16,15.76
1A2K,37,-40.56,1429.94,675.76,-118.94,-2634.75,107.74,2603.38,0,-40.01,-201.57,-15.36,15.57
1A2K,78,-80.42,4307.43,775.24,-905.86,-3489.99,888.39,3550.08,-4.7,-113.91,-175.47,-5.97,8.23
1A2K,29,-35.5,1061.55,611.63,-308.23,-1787.02,289.04,2158.13,-1.45,-42.1,-189.86,-3.77,16.44
1A2K,22,-41.68,746.33,665.54,-607.12,-2283.31,573.19,2418.83,-2.61,-59.32,-178.91,-3.33,14.98
1A2K,38,-58.3,2432.54,710.39,-703.84,-2276.71,674.65,2528.96,-3.07,-85.62,-166.71,7.85,21.81
1A2K,65,-65.58,4850.33,695.47,-756.28,-2318.88,732.85,2899.52,-3.01,-95.81,-181.8,-5.14,14.61
1A2K,34,-59.89,3831.73,819.66,-688.45,-2683.03,688.38,2963.23,-2.95,-91.29,-185.12,-0.78,16.43
1A2K,54,-74.14,2809.99,820.59,-719.75,-2334.44,753.13,2727.95,-1.9,-85.07,-192.24,-10.5,16.27
1A2K,29,-44.92,662.88,494.13,-621.86,-2382.31,593.65,2282.66,-3.44,-54.43,-209.52,2.82,10.94
1A2K,39,-59.75,753.44,816.37,-957.99,-2871.69,932.28,3050.06,-1.1,-93.13,-166.44,9.74,11.71
1A2K,35,-40.01,2850.72,734.92,-676.8,-3760,647.9,3676.49,-1.94,-86.8,-159.88,11.31,11.45
1A2K,31,-44.34,1119.99,690.14,-307.57,-2045.48,284.31,2170.41,-3.97,-52.32,-185.26,-8.19,16.3
1A2K,26,-54.02,1552.37,780.19,-342.28,-3370.06,347.95,3341.38,-0.55,-63.91,-186.27,-3.38,10.85
1A2K,45,-50.73,1950.13,508.62,-431.19,-2723.45,458.59,2597.53,-4.33,-65.42,-200.41,-0.86,15.35
1A2K,59,-67.63,3139.65,736.19,-467.37,-2994.54,491.25,3200.78,-1.23,-83.34,-197.04,-11.3,11.03
1A2K,53,-51.52,2779.66,707.1,-195.15,-2775.92,213.8,2845.42,-0.55,-49.05,-203.44,-10.45,12.66
1A2K,28,-41.79,2008.41,706.36,-411.64,-2178.51,390.45,2469.38,-1.96,-58.07,-187.37,-2.52,16.76
1A2K,29,-54.39,1605.44,721.54,-498.34,-3606.31,482.75,3744.61,-3.73,-72.42,-176.62,7.29,7.78
1A2K,27,-31.04,1246.21,594,-211.27,-2447.71,198.53,2595.28,-0.99,-33.25,-197.44,-1.8,11.09
1A2K,23,-42.04,1336.89,540.66,-522.82,-2780.05,467.41,2705.84,-3,-63.44,-184.85,1.27,14.29
1A2K,29,-38.91,954.51,728.15,-338,-1845.49,327.51,2019.29,-3.15,-36.31,-193.98,-11.01,21.53
1A2K,55,-57.71,4402.91,676.12,-829.1,-2672.6,786.97,3089.92,-4.09,-101.68,-173.84,11.15,11.71
1A2K,52,-54.89,3212.88,814.46,-962.59,-3138.98,904.99,3477.83,-1.99,-103.63,-159.21,12.56,13.04
1A2K,15,-62.21,322.82,962.92,-558.69,-2679.47,561.15,2672.64,-3.34,-79.15,-166.45,6.61,19.13
1A2K,55,-56.3,4534.19,671.41,-930.51,-2072,914.81,2450.62,-3.63,-89.09,-188.12,3.56,15.26
1A2K,19,-43.02,266.21,780.28,-433.8,-1807.44,412.18,2070.81,-4.34,-42.72,-185.44,-8.35,22.03
1A2K,23,-45.06,779.74,704.39,-416.3,-2214.05,410.85,2616.46,-4.52,-43.7,-190.16,-9.27,13.75
1A2K,101,-94.45,8872.58,760.69,-1030.86,-1849.39,973.34,2103.21,-5.2,-141.34,-169.26,-14.06,20.62
1A2K,27,-42.28,1537,603.62,-233.35,-2537.83,258.13,2713.57,-0.68,-45.73,-203.91,-4.92,12.3
1A2K,37,-38.27,2276.73,583.91,-361.32,-1717.88,341.54,2049.9,0,-44.81,-193.13,-8.3,16.91
1A2K,52,-49.54,4060.28,683.11,-742.27,-2673.26,727.01,2972.57,-4.32,-83.49,-180.12,7.35,12.13
1A2K,61,-47.6,2582.08,452.02,-432.39,-2720.08,397.9,2652.37,-4.85,-56.84,-207.81,-7.97,15.24
1A2K,48,-72.19,1080.88,669.26,-930.3,-2890.24,922.21,3158.03,-2.06,-96.82,-182.38,-0.61,19.21
1A2K,27,-34.24,1129.66,602.95,-311.2,-2032.42,274.96,2324.92,0,-34.79,-190.65,-4.3,12.75
1A2K,47,-40.24,2722.98,453.76,-319.24,-2454.32,294.86,2460.55,-3.91,-44.84,-204.7,-7.84,15.16
1A2K,48,-42.72,927.55,558.28,-365.8,-2438.67,339.37,2538.45,-0.74,-52.09,-197.76,-7.54,12.26
1A2K,14,-35.95,811.56,645.9,-333.98,-1865.51,293.79,2273.06,-0.5,-46.12,-190.16,-4.34,18.26
1A2K,40,-58.05,1804.05,702.86,-816.66,-2048.19,755.07,2121.15,-3.09,-84.62,-161.44,4.62,17.79
1A2K,34,-51.73,760.54,688.8,-639.21,-1969.69,623.39,2308.7,-2.22,-67.36,-176.45,-0.09,16.39
1A2K,101,-110.09,6196.54,1043.69,-1304.57,-3802.63,1397.82,3598.79,-6.48,-174.03,-165.96,5.21,9.43
1A2K,29,-37.09,803.02,699.08,-386.43,-2122.38,368.2,2687.27,0,-46.36,-189.87,-4.79,15.54
1A2K,54,-72.6,2087.17,723.28,-982.47,-2383.43,941.95,2714.73,-3.29,-99.6,-181.15,2.86,17.27
1A2K,73,-73.09,3317.56,689.4,-1100.23,-2534.26,1090.08,2981.33,-3.3,-122.13,-181.25,5.14,10.51
1A2K,74,-82.55,4724.6,749.95,-532.2,-3054.62,459.89,3198.9,-5.13,-83.16,-197.48,-13.93,13.95
1A2K,49,-57.26,1962.68,630.87,-553.66,-1767.12,565.64,2201.94,-2.24,-71.21,-191.58,-8.71,16.34
1A2K,23,-45.37,459.48,647.48,-435.58,-2207.26,449.85,2278.81,-3.08,-56.88,-191.79,-6.85,13.03
1A2K,26,-42.06,1195.48,715.55,-386.92,-3088.7,387.44,3149.6,-1.11,-55.68,-193.22,-10.81,11
1A2K,37,-59,812.77,552.38,-472.77,-2192.51,459.61,2156.05,-0.82,-58.61,-177.86,-7.8,14.36
1A2K,14,-45.08,366.97,743.32,-306.34,-2718.42,333.36,2916.94,-2.32,-47.81,-182.2,-0.14,11.9
1A2K,35,-57.33,1725,597.9,-698.63,-2368.72,627.22,2661.58,-1.82,-81.06,-176.31,10.43,19.84
1A2K,88,-78.7,7571.61,756.86,-992.03,-2419.44,930.04,2746.85,-4.96,-160.08,-186.31,-3.15,14.07
1A2K,47,-58.83,1686.19,752.83,-343.08,-1994.18,393.56,2348.4,-3.02,-63.26,-198.77,-9.88,16.95
1A2K,67,-63.96,2601.19,684.6,-1039.35,-3306.48,1008.73,3388.63,-5.8,-100.46,-185.06,5.39,14.15
1A2K,42,-54.9,3518.26,688.85,-624.03,-2656.57,609.28,2893.51,-5.89,-87.55,-180.16,0.51,7.96
1A2K,91,-81.04,4444.72,604.56,-1014.17,-2692.09,963.12,3370.42,-5.94,-114.59,-182.35,5.85,16.38
1A2K,36,-51.67,1256.17,764.36,-540.58,-2902.61,555.41,3362.27,-3.84,-65.91,-185.5,-5.38,12.35
1A2K,40,-66.31,2299.43,786.78,-839.02,-2335.11,866.36,2505.2,-5.78,-91.11,-181.27,-1.06,15.87
1A2K,77,-70.98,5874.45,647.67,-943.08,-2596.9,895.77,2948.72,-3.5,-122.92,-181.93,10.18,15.44
1A2K,52,-47.88,3263.65,556.03,-517.25,-2604.51,506.19,2524.32,-3.38,-67.8,-211.97,-3.32,10.51
1A2K,19,-28.22,307.35,668.55,-69.73,-2751.93,70.77,2777.96,-1.44,-26.54,-194.69,-11.99,13.79
1A2K,44,-58.85,1877.23,629.55,-579.95,-2153.59,544.69,2735.19,-3.28,-70.54,-183.82,-1.73,13.74
1A2K,53,-59.75,3601.59,575.56,-635.48,-2836.96,574.76,2810.93,-2.87,-86.89,-177.3,-6.04,9.45
1A2K,67,-65.24,3976.03,647.84,-717.81,-3310.84,681,3482.32,-2.23,-104.93,-181.69,-4.61,14.43
1A2K,70,-49.26,4605.84,688.12,-421.16,-3043.65,375.7,3346.31,-2.61,-65.27,-193.27,-8.42,8.39
1A2K,26,-44.19,566.98,740.8,-502.36,-2796.36,513.14,3134.19,-4.59,-59.95,-185.81,-2.91,12.59
1A2K,43,-56.49,1098.7,806.47,-634.6,-2588.91,619.97,2849.44,-4.37,-73.64,-188.32,-8.99,13.53
1A2K,10,-39.6,237.71,824.78,-504.03,-3079.36,491.69,3794.24,-3.13,-53.54,-174.74,3.72,10.11
1A2K,50,-51.04,2324.13,687.68,-569.71,-2084.94,553.77,2253.92,-3.39,-69.06,-181.04,-12.38,17.31
1A2K,35,-46.36,1658.33,718.25,-464.53,-2742.24,474.83,3165.82,-2.67,-60.28,-190.09,-3.11,13.4
1A2K,37,-74.6,1570.66,740.75,-770.16,-2188.2,783.67,2437.7,-6.7,-95.64,-187.46,-16.94,14.3
1A2K,44,-66.32,1956.82,624.23,-730.53,-3023.09,707.04,2966.55,-5.99,-77.35,-211.23,-2.35,11.25
1A2K,109,-90.41,10636.2,725.82,-961.58,-2846.3,983.12,2909.57,-6.36,-138.32,-202.56,-12.29,10.32
1A2K,59,-63.97,5043.87,748.07,-594.65,-1667.02,579.66,2059.2,-2.6,-91.16,-194.48,-13.33,21.32
1A2K,120,-110.22,6577.47,810.45,-1812.21,-2207.38,1792.38,2314.2,-4.33,-184.42,-169.29,5.45,22.77
1A2K,39,-49.15,2189.94,746.59,-622.36,-2180.29,620.26,2588.77,-3.9,-73.6,-182,-3.26,15.8
1A2K,14,-36.2,627.94,679.56,-411.68,-3051.48,386.86,3067.69,-1.65,-45.47,-177.69,1.08,12.06
1A2K,78,-105.51,4682.38,863.98,-1369.56,-2401.28,1409.95,2765.93,-6.71,-158.16,-159.8,3.11,14.16
1A2K,46,-55.52,1901.39,798.12,-569.08,-3635.94,596.93,3473.1,-2.51,-77.53,-174.98,-4,8.97
1A2K,22,-35.45,428.32,663.87,-531.56,-2068.24,508.9,2201.88,-2.86,-49.13,-185.39,-4.58,17.48
1A2K,65,-90.23,5093.8,765.03,-1326.35,-2150.19,1270.36,2478.11,-8.37,-142.67,-172.82,9.04,16.68
1A2K,37,-35.58,1291.27,547.1,-251.51,-2676.02,204.17,2557.68,-2.2,-36.62,-194.63,-8.89,13.11
1A2K,26,-38.52,617.02,606.3,-432.16,-2537.43,407.24,2742.81,-2.62,-50.27,-182.97,1.37,14.84
1A2K,29,-35.1,1776.72,588.49,-174.85,-2820.69,193.9,2814.97,-0.63,-40.87,-197.21,-2.63,7.81
1A2K,32,-48.45,873.79,737,-529,-2298.31,515.22,2758.49,-1.54,-71.35,-179.97,6.86,17.3
1A2K,22,-48.16,825.5,803.26,-245.51,-1836.94,268.22,1987.56,-0.92,-46.9,-197.18,-9.2,21.59
1A2K,84,-79.74,4956.57,673.12,-786.89,-2829.79,783.4,2887.12,-4.55,-98.47,-203.75,-18.49,10.04
1A2K,47,-52.86,3398.8,687.29,-630.14,-1986.91,624.94,2217.06,-1.73,-76.08,-179.18,-10.29,22.19
1A2K,29,-52.2,656.73,651.51,-656.93,-2598.52,673.4,2766.87,-3.19,-69.29,-184.52,1.93,16.18
1A2K,30,-65.31,566.2,779.5,-860.39,-3208.14,805.16,3661.1,-2.8,-94.86,-168.08,7.66,12.38
1A2K,39,-43.72,2687.99,579.07,-484.65,-1724.45,483.24,2054.67,-1.64,-64.98,-193.33,-5.76,12.59
1A2K,83,-90.63,7387.58,756.79,-1029.89,-3015.88,1055.93,3105.02,-3.35,-133.58,-172.27,-5.93,9.03
1A2K,53,-75.16,5556.67,631.13,-1191.18,-3433.19,1126.04,3732.74,-3.67,-131.29,-162.76,12.1,17.12
1A2K,31,-36.79,1681.64,701.8,-348.66,-2171.32,362.56,2537.04,-1.69,-47.83,-186.97,-0.87,13.42
1A2K,43,-55.22,2364.48,668.19,-516.47,-3035.97,533.95,2891.33,-7.2,-70.46,-182.06,0.27,6.74
1A2K,30,-42.49,495.43,568.26,-569.07,-2571.2,536.72,3212.38,-1,-65.88,-175.41,7.65,12.73
1A2K,59,-65.37,6005.52,820.55,-457.17,-2003.1,491.62,2165.88,-2.95,-92.87,-197.11,-12.04,20.08
1A2K,66,-78.34,3229.29,771.8,-754.7,-2448.1,811.6,3149.99,-4.12,-100.15,-179.55,-7.01,19.03
1A2K,26,-38.35,1095.35,576.08,-491.56,-1881.36,463.7,2254.95,0,-43.35,-192.44,-7.81,21.63
1A2K,44,-61.46,2800.95,769.08,-395.49,-2508.75,403.41,2664.92,-2.6,-62.33,-199.35,-11.85,13.89
1A2K,49,-59.32,3653.76,673.64,-604.68,-2008.91,571.59,2238.41,-1.01,-84.32,-189.68,-10.98,15.47
1A2K,67,-86.93,3159.93,818.67,-861.47,-3316.46,900.33,3392.2,-6.68,-136.48,-172.45,-2.12,12.16
1A2K,34,-42.44,1485.86,707.8,-512.62,-2079.9,508.98,2244.21,-4.04,-59.45,-184.47,-6.12,16.8
1A2K,32,-34.69,934.23,584.33,-239.75,-2628.19,202.17,2642.54,-1.45,-36.64,-196.25,-7.5,12.95
1A2K,56,-42.23,3779.04,609.67,-851.58,-3261.16,830.83,3270.37,-0.82,-95.83,-164.31,12.23,16.9
1A2K,66,-49.36,2807.15,547.97,-709.88,-1876.76,706.2,2344.41,-3.85,-70.96,-185.12,-6.18,21.87
1A2K,34,-43.01,604.41,564.03,-445.74,-1998.02,453.9,2022.56,-1.61,-48.46,-213.15,-6,15.44
1A2K,67,-66.59,4241.54,796.83,-822.95,-2473.04,789.32,2837.35,-4.44,-100.4,-170.16,-3.42,16.55
1A2K,37,-53.89,1974.15,680.79,-579.56,-3232.67,552.09,3316.37,-0.92,-78.91,-164.73,7.69,13.95
1A2K,48,-57.99,1690.73,850.8,-521.96,-1920.95,527.62,2217.36,-4.25,-72.39,-184.37,-8.18,22.04
1A2K,20,-24.43,645.14,501.6,-71.67,-2430.72,68.03,2468.55,0,-20.56,-204.52,-8.94,13.39
1A2K,21,-34.01,395.01,555.17,-377.73,-2901.29,303.8,2886.64,-0.95,-45.4,-186.15,3.83,12.33
1A2K,83,-90.2,6391.66,751.08,-1009.05,-3042.29,1020.35,3016.81,-4.94,-132.6,-173.95,-4.72,9.56
1A2K,77,-71.41,4148.63,523.44,-646.14,-2681.63,592.98,2567.22,-3.3,-105.17,-189.22,-3.88,12.19
