ID,vdw,vdw_attr,vdw_rep,elec,elec_sr_attr,elec_lr_attr,elec_sr_rep,elec_lr_rep,hbp_ss,solv,sasa,acp,RMSD
1A2K,68,-80.19,3695.89,735.25,-1159.28,-2847.07,1126.47,3369.98,-5.08,-125.34,-174.97,4.72,6.88
1A2K,71,-76.23,4182.7,697.73,-1189.85,-2683.13,1130.73,3208.89,-8.68,-131.94,-174.86,7.72,7.43
1A2K,25,-32.69,626.67,540.03,-209.91,-2369.24,222.73,2393.72,-0.42,-34.79,-196.95,-5.93,5.68
1A2K,61,-58.79,3214.63,664.02,-672.67,-2737.11,627.36,2860.71,-3.71,-92.33,-175.45,-1.59,5.41
1A2K,35,-37.37,2433.38,763.59,-484.94,-3351.07,441.49,3512.09,-2.94,-70.17,-161.02,13.09,8.77
1A2K,57,-76.02,1669.31,620.18,-853.27,-2857.2,864.54,2789.26,-5.45,-97.92,-211.45,-4.05,6.76
1A2K,156,-95.84,12609.08,681.25,-1474.04,-2923.36,1480.97,2946.72,-11.53,-187.07,-208.29,-11.44,8.85
1A2K,45,-54.62,1589.92,661.12,-477.4,-2579.57,472.26,2872.36,-2.63,-58.49,-191.56,-6,6.25
1A2K,75,-57.51,5269.86,611.81,-919.07,-3217.66,898.32,3094.68,-4.59,-114.36,-207.32,-1.97,8.12
1A2K,80,-75.36,7512.73,830.14,-1010.14,-3001.21,1003.31,3481.66,-2.46,-128.23,-183.24,6.56,5.73
1A2K,25,-62.16,1603.41,852.49,-731.21,-3388.77,680.42,4110.54,-5.57,-90.83,-158.37,10.72,8.27
1A2K,12,-32.45,510.68,581.6,-302.73,-2270.5,305.37,2382.9,-1.3,-34.98,-192.8,-5.08,6.48
1A2K,37,-48.3,2394.85,662.29,-372.18,-2570.93,351.84,2642.29,-2.21,-66.95,-184.24,-11.21,8.32
1A2K,32,-49.71,1285.15,573.23,-494.22,-2590.4,500.22,2611.27,-2.78,-60.6,-210.89,-4.25,7.57
1A2K,88,-80.87,5030.41,686.58,-934.72,-2860.8,889.13,2943.59,-5.9,-130.01,-174.11,-1.76,5.65
1A2K,66,-67.73,4832.31,597.02,-719.01,-2876.19,698.67,2882.55,-7.25,-90.05,-218.42,-7.88,7.58
1A2K,147,-106.3,11130.48,626.48,-1654.33,-2805.4,1587.61,2799,-9.4,-188.63,-208.57,-5.77,6.91
1A2K,60,-63.67,4095.95,591.69,-539.62,-2581.94,569.97,2594.13,-1.79,-80.07,-200.86,-15.19,4.29
1A2K,50,-64,3085.97,776.17,-861.1,-3477.17,854.82,3583.66,-7.57,-98.65,-181.45,10.53,6.71
1A2K,60,-56.09,4660.7,557.07,-625.21,-2534.15,623.9,2419.71,-4.38,-91.03,-212.84,-8.58,4.53
1A2K,43,-57.09,2356.26,711.74,-825.95,-3030.35,822.61,3149.11,-2.34,-90.35,-178.68,6.74,5.2
1A2K,44,-37.73,1852.33,571.88,-387.1,-2458.86,376.15,2507.29,-0.77,-46.47,-201.08,-5.85,3.11
1A2K,49,-53.34,1932.94,857.52,-632.2,-3937.64,676.43,3757.15,-2.52,-82.11,-165.6,-6.99,7.79
1A2K,30,-47.9,846.85,613.95,-416.16,-2682.93,401.55,2692.61,-2.25,-56.81,-188.14,-11.13,5.35
1A2K,42,-45.9,1123.76,678.67,-541.93,-2825.57,547.32,2861.42,-2.55,-68.25,-183.39,0.17,7.92
1A2K,62,-59.35,4498.72,528.12,-790.46,-2441.09,757.41,2413.71,-8.05,-89.73,-215.97,-10.08,7.26
1A2K,47,-50.45,5026.98,646.7,-413.59,-2642.73,433.82,2720.39,-5.02,-90.13,-185.42,-8.53,8.23
1A2K,29,-62.44,1127.28,724.04,-813.26,-3842.31,779.42,3797.07,-4.95,-80.23,-172.68,9.64,8.87
1A2K,18,-33.42,853.95,580.92,-202.13,-2727.86,203.48,2667.89,-0.94,-31.96,-205.41,-4.28,6.7
1A2K,69,-73.07,5302.78,687.67,-591.8,-2791.03,601.43,2858.26,-1.86,-100.96,-185.27,-0.95,6.54
1A2K,77,-87.15,4918.87,799.13,-1180.62,-3191.6,1165.36,3635.56,-4.21,-135.34,-187.71,0.87,6.27
1A2K,50,-61.25,2739.7,674.48,-720.66,-2976.62,679.3,3096.39,-4.09,-79.79,-174.44,6.85,8.25
1A2K,17,-23.06,304.04,577.88,-113.43,-2372.44,106.92,2516.42,-0.47,-24.19,-198.06,-5.27,8.29
1A2K,23,-31.59,749.32,661.58,-318.24,-3639.68,291.91,3437.52,-1.44,-46.76,-173.82,1.95,5.77
1A2K,36,-54.11,1485.27,622.23,-688.11,-2634.7,663.78,2692.97,-1.33,-77.87,-177.83,2.77,6.23
1A2K,92,-82.26,4981.73,730.85,-876.85,-3571.03,820.36,3496.37,-5.33,-139.22,-167.65,-5.11,8.82
1A2K,53,-55.21,4422.8,551.31,-507.31,-2620,427.9,2764.67,-3.56,-88.64,-186.35,-10.85,8.77
1A2K,104,-89.2,9238.03,723.22,-936.51,-2800.11,923.5,3001.99,-6.76,-152.22,-179.75,-3.42,6.02
1A2K,37,-39.39,925.04,623.79,-222.99,-2910.57,234.03,2806.38,-2.38,-42.83,-203.13,-7.8,7.42
1A2K,47,-50.71,2824.11,533.25,-720.67,-2438.9,760.83,2444.82,-3.94,-75.25,-195.61,-4.75,8.32
1A2K,65,-77.63,3824.11,805.2,-981.16,-3326.14,920.54,3440.21,-5.07,-117.17,-173.59,8.86,3.33
1A2K,67,-77.23,4840.51,743.37,-818.89,-3385.49,781.59,3486.77,-2.2,-118.03,-170.55,-1.51,4.08
1A2K,23,-51.84,1407.68,827.93,-711.98,-3476.06,708.52,3505.36,-2.1,-75.22,-183.46,10.93,8.35
1A2K,71,-79.22,6017.63,705.99,-766.38,-2878.39,757.84,3058.95,-2.74,-121.25,-186.85,7.88,8.55
1A2K,43,-45.02,2097.27,675.27,-437.92,-3256.17,395.42,3625.76,-3.9,-63.85,-184.06,0.25,5.77
1A2K,57,-79.07,3782.97,804.2,-945.03,-2734.63,1025.02,3081.55,-9.58,-118.25,-174.97,2.31,8.44
1A2K,47,-66.14,2207.07,884.92,-670.79,-3546.8,684.99,3672.63,-3.21,-93.85,-175.69,2.25,8.88
1A2K,40,-47.73,1902.77,774.98,-546.42,-3586.2,499.07,3543.58,-1.35,-71.55,-164.82,9.42,8.44
1A2K,69,-84.8,7373.33,859.85,-951.19,-3324.45,998.52,3480.62,-4.85,-126.77,-187.25,-6.93,7.86
1A2K,28,-62.44,1969,757.48,-765.34,-3049.1,779.06,3311.2,-4.53,-85.61,-173.83,6.17,4.78
1A2K,42,-44.61,1729.87,638.44,-675.33,-2491.3,647.42,2781.77,-2.21,-67.88,-180.5,3.18,7.12
1A2K,65,-63.01,6663.02,650,-700.49,-2660.73,696.99,2772.4,-2.65,-97.08,-191.27,-3.61,6.06
1A2K,46,-89.9,2538.82,878.85,-1394.55,-3542.25,1369.44,3672.91,-6.93,-147.86,-153.99,24.09,8.31
1A2K,23,-39.21,561.41,549.11,-459.51,-2526.83,452.19,2537,-3.13,-47.41,-215.47,-0.99,7.13
1A2K,42,-52.97,1545.61,577.82,-554.46,-2590.95,536.02,2588.53,-4.42,-70.44,-210.47,-5.78,7.75
1A2K,30,-47.52,1608.31,665.51,-334.69,-2751.86,338.57,2884.33,-3.45,-59.8,-189.2,1.75,7.74
1A2K,26,-52.77,1727.17,807,-707.46,-3268.2,648.07,3964.56,-3.75,-80.56,-161.04,13.22,8.34
1A2K,54,-59.14,1749.8,728.92,-609.21,-3211.83,567.37,3207.73,-0.99,-73,-178.73,-3.21,2.76
1A2K,74,-78.18,6386.17,876.65,-912.06,-2590.52,945.97,3062.43,-6.19,-118.13,-165.01,-4.67,7.49
1A2K,37,-49.33,3374.65,711.01,-361.02,-3086.62,322.03,3351.86,0,-60.48,-177.36,-2.82,5.19
1A2K,25,-40.6,486.04,631.65,-286.04,-2549.17,289.95,2560.31,-1.34,-48.03,-183.02,-5.33,8.24
1A2K,18,-27.7,737.63,557.78,-204.58,-2297.88,210.84,2359.54,0,-27.31,-202.97,-5.67,3.77
1A2K,66,-90.69,2581.65,881.48,-999.99,-3009.56,1005.3,3201.5,-8.22,-128.73,-183.87,-10.28,7.72
1A2K,46,-70.41,2403.4,805.01,-762.97,-3520.98,686.49,3968.9,-5.04,-100.56,-175.6,8.64,7.12
1A2K,63,-61.68,5365.62,727.61,-622.3,-3129.67,602.79,3106.33,-2.89,-89.96,-185.35,-5.9,3.02
1A2K,57,-63.44,3325.69,712.09,-811.9,-2883.39,776.43,3171.13,-3.52,-95.81,-181.67,-5.89,3.52
1A2K,14,-33.96,148.34,611.52,-478.68,-2244.67,504.74,2550.82,-2.78,-46.92,-179.76,1.83,8.11
1A2K,20,-37.01,806.78,652.56,-497.4,-2653.56,430.26,2706.24,-0.9,-55.92,-177.85,2.76,8.88
1A2K,54,-57.02,2176.31,674.49,-727.57,-3697.11,695.08,3626.37,-6.69,-90.79,-171.54,5.07,5.78
1A2K,30,-62.77,2243.78,784.88,-736.08,-3195.47,729.54,3283.03,-6.57,-80.86,-175.61,6.23,4.15
1A2K,93,-86.9,5571.59,727.31,-1073.41,-2799.42,1034.66,3144.56,-4.85,-130.99,-182.57,-1.58,6.89
1A2K,73,-108.55,6839.95,971.09,-1153.88,-3968.49,1152.12,4205.62,-8.9,-158.99,-161.93,7.6,7.77
1A2K,18,-26.77,634.11,538.38,-141,-2573.78,136.78,2455.97,-0.44,-27.05,-205.07,-5.18,6.26
1A2K,43,-66.81,2725.51,783,-672.13,-3225,734.8,3363.64,-0.43,-78.34,-176.57,-0.27,5.34
1A2K,48,-57.99,894.39,627.68,-548.63,-2634.11,517.38,2696.14,-1.34,-66.61,-188.3,-1.33,5.75
1A2K,17,-42.58,534.8,762.13,-572.29,-3086.56,587.7,3200.1,-3.5,-58.74,-174.15,6.49,5.25
1A2K,57,-67.2,2636.93,702.02,-737.39,-2952,690.79,2966.83,-4.62,-94.27,-179.76,-0.29,5.43
1A2K,43,-52.44,3783.05,664.48,-426.32,-3145.01,425.49,3173.75,-2.51,-71.81,-190.8,1.67,7.94
1A2K,82,-82.15,5029.77,796.57,-1173.62,-3358.85,1154.21,3372.82,-6.5,-126.68,-175.14,3.58,3.66
1A2K,110,-91.34,5457.13,704.01,-844.39,-3056.49,854.04,3019.67,-4.73,-127.52,-188.66,-6.47,5.74
1A2K,79,-70.3,5664.79,722.06,-611.91,-2852.04,617.18,3065.16,-3.33,-101.31,-193.45,-13.82,4.85
1A2K,20,-48.67,901.27,684.66,-669.59,-3568.72,612.04,3668.48,-4.41,-64,-172.29,9.84,8.99
1A2K,64,-70.19,4487.3,731.78,-761.49,-3511.49,735.94,3473.81,-2.62,-100.4,-177.08,-4.02,8.83
1A2K,83,-70.28,5765.27,584.83,-533.52,-2723.49,505.33,2775.03,-4.73,-78.18,-189.35,-13.3,8.61
1A2K,26,-46.41,562.98,587.72,-482.38,-2682.99,437.14,2790.8,0,-54.63,-187.24,0.22,8.99
1A2K,43,-45.49,2007.67,683.8,-366.15,-2881.37,334.25,3085.4,-3.02,-61.19,-189.41,-9.27,3.27
1A2K,65,-71.73,3595.71,736.38,-626.9,-2705.02,660.93,2979.07,-2.18,-98.79,-191.97,-12.5,5.41
1A2K,36,-53.37,2333.51,715.98,-509.3,-2544.62,541.03,2797.51,-2.19,-74.32,-192.66,-7.36,7.28
1A2K,25,-43.81,491.56,688.98,-615.51,-2480.27,626.29,2757.53,-4.33,-59.98,-185.39,-6.02,8.29
1A2K,57,-86.92,3247.29,887.38,-1067.5,-3680.89,1104.31,4078.24,-4.47,-134.75,-171.23,19.48,8.1
1A2K,15,-27.25,674.3,524.93,-190.17,-2395.83,197.67,2354.41,-0.71,-34.16,-192.81,-5.21,8.9
1A2K,150,-110.87,10759.28,624.86,-1735.93,-2815.09,1677.2,2836.8,-16.69,-197.36,-208.88,-10.43,6.6
1A2K,11,-33.06,361.38,616.43,-229.49,-2745.91,217.54,2972.14,-2.57,-34.74,-196.58,0.12,8.22
1A2K,20,-44.75,1282.55,675.93,-366.04,-2854.37,365.41,3036.26,-1.72,-49.73,-183.12,-4.21,4.83
1A2K,20,-42.98,208.68,716.01,-585.06,-2695.8,570.27,3101.65,-0.8,-56.78,-188.02,-3.9,6.88
1A2K,55,-64.31,3210.88,688.34,-628.17,-2971.05,620.45,2963.4,-3.82,-91.29,-180.05,-2.12,5.64
1A2K,34,-41.35,1167.18,684.95,-471.29,-2620.69,529.25,2821.08,-4.99,-52.42,-188.49,-3.43,6.62
1A2K,21,-51.31,902.69,856.27,-694.07,-3755.43,686.91,3860.53,-1.81,-79.64,-163.06,14.32,7.3
1A2K,43,-37.75,1789.95,707.88,-339,-2833.06,353.07,3032,-0.58,-56.39,-194.12,-11.59,6.15
1A2K,38,-62.25,1393.11,812.99,-660.55,-2925.73,701.67,3256.09,-4.18,-76.26,-188.96,1.57,6.04
1A2K,18,-42.38,525.66,756.02,-550.2,-3755.31,497.15,3736.96,-2.11,-63.42,-163.22,5.34,5.39
1A2K,76,-78.83,4249.1,706.45,-1025.18,-2995.82,1028.84,3054.7,-4.04,-122.52,-196.42,-2.18,8.91
1A2K,36,-38.46,1405.71,682.99,-449.02,-3057.55,441.69,3182.39,-0.86,-50.18,-188.46,3.57,6.73
1A2K,22,-53.91,379.74,651.46,-493.84,-2640.36,505.67,2633.84,-2.26,-59.45,-193.23,-4.52,7.58
1A2K,23,-45.96,765.03,701.11,-338.94,-3059.74,315.53,3556.46,-2.1,-55.83,-190.14,4.02,7.48
1A2K,42,-56.29,3233.67,681.03,-677.15,-2764.85,662.76,2824.08,-3.35,-80.32,-177.05,0.22,7.74
1A2K,52,-71.28,3428.9,603.21,-824.24,-2780.15,798.92,2801.6,-5.93,-95.68,-212.97,-5.28,6.67
1A2K,29,-52.29,1109.3,662.87,-978.99,-2262.96,952.55,2728.65,-1.24,-79.75,-173.55,14.78,8.97
1A2K,47,-56.62,2286.55,631.15,-518.87,-2575.76,497.65,2638.99,-4.3,-73.45,-182.63,-9.53,8.09
1A2K,26,-39.33,1348.54,605.51,-223.4,-2951.39,240.21,2802.88,-1.56,-45.03,-196.54,-4.25,8.2
1A2K,51,-43.92,3103.14,501.59,-423.45,-2231.49,419.97,2247.04,-2.95,-53.61,-217.41,-8.87,8.09
1A2K,50,-41.88,1612.81,649.61,-524.05,-2645.49,503.94,2679.16,-4.34,-65.91,-187.2,-9.76,8.17
1A2K,51,-48.03,3494.88,631.7,-447.29,-2769.5,434,2861.03,0,-72.79,-181.24,-4.79,3.03
1A2K,19,-47.48,385.67,611.29,-366.59,-2725.06,354.54,2706.91,-2.62,-53.14,-186.37,-10.29,5.14
1A2K,20,-41.52,870.67,842.1,-519.26,-3762.65,509.84,3713.25,-2.75,-60.32,-161.27,7.3,8
1A2K,82,-72.94,6538.88,736.81,-796.79,-2769.21,775.95,2934.74,-7.61,-109.73,-174.82,-3.68,7.48
1A2K,62,-54.11,2647.01,644.04,-587.42,-2966.38,583.45,2874.49,-4.46,-74.53,-200.08,-7.83,5.81
1A2K,21,-41.7,616.23,554.21,-337.64,-2312.51,336.94,2326.73,0,-48.92,-197.04,-4.33,4.2
1A2K,78,-68.98,5119.58,673.48,-762.56,-2840.79,752.83,2922.87,-5.65,-108.48,-193.76,4.38,8.66
1A2K,70,-82.2,4839.13,774.3,-844.99,-2792.83,874.53,3127.78,-5.55,-111.92,-190.44,-13.44,3.65
1A2K,69,-70.4,4281.76,805.09,-776.7,-3195.07,794.22,3252.28,-5.79,-101.19,-186.2,-5.69,6.85
1A2K,91,-71.25,4298.36,607.35,-935.27,-2962.05,897.73,3011.49,-5.97,-114.32,-202.72,-8.35,7.95
1A2K,81,-85.82,3966.98,738.68,-724.31,-2997.26,744,3150.37,-2.73,-118.03,-182.53,-3.8,5.39
1A2K,47,-71.43,2768.02,714.17,-704.77,-2921.09,723.24,2906.93,-5.52,-91.66,-185.85,-9.34,4.07
1A2K,61,-74.5,3769.27,802.58,-599.9,-2837.15,616.38,2995.87,-1.68,-106.17,-179.86,-12,6.55
1A2K,51,-71.99,1233.36,704.81,-668.9,-3452.36,631.96,3705.08,-7.18,-94.27,-188.43,-1.27,8.98
1A2K,37,-59.7,1549.46,785.02,-689.36,-2955.73,692.74,3432.59,-3.42,-76.38,-175.93,4.36,5.33
1A2K,20,-48.26,1152,675.57,-436.16,-2910.23,429.78,3091.22,-1.51,-54.61,-181.67,-6.09,4.55
1A2K,46,-63.85,1670.65,609.62,-650.18,-2850.35,650.76,2684.97,-2.16,-80.23,-212.06,-3.58,6.84
1A2K,26,-45.31,1517.3,756.83,-697.78,-3058.68,640.22,3609.39,-4.81,-66.71,-171.92,6.22,8.29
1A2K,136,-108.4,8333.32,638.79,-1540.15,-2912.9,1536.92,2943.43,-9.78,-181.69,-209.71,-10.06,6.6
1A2K,62,-80.79,4778.49,716.94,-1046.52,-3175.8,1014.25,3405.92,-5.63,-119.94,-171.51,6.88,5.28
1A2K,83,-72.23,7653.94,649.28,-1032.73,-2696.55,1062.54,2696.9,-7.42,-116.87,-199.97,-4.48,8.61
1A2K,56,-53.71,4150.01,774.43,-697.45,-3597.56,648.02,3756.09,-2.85,-100.73,-175.59,12.14,7.14
1A2K,27,-48.88,1661.96,684.07,-321.97,-2594.19,348.48,2828.06,-1.13,-61.39,-192.2,-3.68,4.28
1A2K,63,-75.37,3016.87,774.16,-582.59,-3149.68,607.96,3033.47,-4.31,-97.76,-177.3,-3.7,7.08
1A2K,21,-33.36,480.91,656.07,-201.89,-2945.19,190.21,3113.65,0,-38.91,-179.26,-2.58,5.93
1A2K,39,-53.34,1119.26,742.17,-689.49,-3105.62,650.29,3210.42,-3.28,-69.61,-178.83,1.94,5.38
1A2K,33,-49.38,647.58,705.86,-451,-3041.09,411.18,3199.46,-1.1,-54.55,-183.54,-0.25,3.77
1A2K,37,-59.66,1932.5,650.23,-461.73,-2714.46,487.94,2721.28,-3.15,-72.41,-190.69,-3.8,6.11
1A2K,25,-41.58,2655.68,624.01,-263.31,-2721.68,262.34,2656.02,-2.36,-48.05,-192.92,-3.41,6.31
1A2K,35,-46.93,632.79,573.38,-433.39,-2469.88,427.07,2462.67,-1.87,-61.07,-186.7,-3.08,7.5
1A2K,41,-80.35,1292.33,765.94,-741.67,-3263,784.44,3567.56,-2.71,-107.02,-165.54,11.13,8.38
1A2K,35,-41.31,1253.35,669.52,-426.26,-3001.9,430.06,3264.1,-0.45,-48.23,-193.15,-2.55,8.86
1A2K,48,-73.27,3800.03,890.8,-933.46,-3709.08,945.35,3804.43,-3.31,-133.77,-164.66,6.67,7
1A2K,55,-41.43,3800.19,588.32,-230.63,-3022.01,203.39,2951.57,-0.91,-51.58,-193.37,-8.16,4.46
1A2K,35,-45.15,1831.04,733.59,-372.69,-3262.76,375.14,3307.31,-1.35,-58.25,-177.84,-2.62,5.83
1A2K,26,-39.41,841.09,659.89,-368.62,-2940.88,376.06,2970.17,-2.54,-48,-179.23,-1.15,3.39
1A2K,63,-79.77,3788.65,732.81,-1159.67,-2846,1112.48,3340.9,-6.79,-125.04,-173.77,3.89,6.54
1A2K,43,-56.23,1834.97,593.91,-686.04,-2055.23,644.18,2490.57,-2.33,-73.54,-180.93,-2.01,8.55
1A2K,25,-38.58,995.66,639.07,-276.8,-2486.16,269.99,2494.45,-2.6,-49.16,-184.36,-9.49,8.59
1A2K,34,-37.73,1559.47,677.66,-339.3,-3067.39,309.75,3155.25,-1.31,-43.68,-195.73,-9.82,6.71
1A2K,139,-100.49,5607.38,946.5,-1204.96,-3628.27,1255.4,3880.52,-5.91,-169.58,-172.42,0.97,6.78
1A2K,20,-43.73,1084.43,620.46,-526.88,-2620.47,509.94,2655.27,-4.91,-59.52,-177.1,2.42,6.49
1A2K,20,-40.64,832.71,685.47,-449.46,-3399.85,385.12,3444.02,-0.98,-55.44,-173.02,1.48,5.63
1A2K,58,-73.49,3135.5,724.46,-818.26,-2699.28,771.58,2990.76,-3.06,-103.88,-179.76,-2.63,7.46
1A2K,31,-42.14,1620.5,703.83,-457.98,-3383.77,399.77,3453.53,-2.3,-61.38,-172.29,-1.8,5.79
1A2K,48,-87.33,2131.09,854.52,-1131.53,-2817.18,1144.9,2966.13,-7.31,-122.01,-170.03,2.78,7.71
1A2K,25,-37.48,318.61,606.99,-272.71,-2471.06,257.94,2517.5,-2.15,-39.53,-201.78,-4.39,8.64
1A2K,41,-58.54,772.23,684.75,-496.78,-2794.4,478.62,2911.85,-4.7,-78.94,-177.46,-4.5,5.54
1A2K,65,-46.99,2183.35,636.45,-820.22,-2742.64,769.57,2922.92,-7.62,-72.4,-177.09,3.22,5.23
1A2K,14,-35.47,517.89,697.73,-310.5,-3137.02,290.47,3305.83,-2.17,-43,-189.46,-8.35,6.82
1A2K,63,-70.92,3062.84,924.97,-1132.37,-3561.33,1112.51,3813.04,-7.73,-123.79,-156.58,5.38,8.43
1A2K,15,-35.3,554.91,579.42,-187.5,-2657.76,200.6,2565.77,-2.35,-34.69,-204.08,-6.53,7.45
1A2K,26,-40.26,861.04,650.82,-353.05,-2606.7,343,2757.76,-2.81,-44.14,-197.26,-7.59,5.92
1A2K,37,-54.62,2005.11,677.29,-814.66,-3058.36,764.9,3224.8,-5.2,-79.05,-174.54,5.27,6.63
1A2K,35,-46.1,2543.59,703.65,-390.91,-3352.89,351.99,3546.44,-3,-62.31,-188.2,-7.07,6.63
1A2K,71,-72,5100.26,744.78,-773.91,-2713.68,801.75,2996.15,-6.72,-110.11,-188.6,-12.78,5.25
1A2K,39,-46.41,2024.87,657.89,-396.21,-2766.63,416.31,3047.88,-2.74,-60.59,-185.37,-3.91,8.35
