ID,vdw,vdw_attr,vdw_rep,elec,elec_sr_attr,elec_lr_attr,elec_sr_rep,elec_lr_rep,hbp_ss,solv,sasa,acp,RMSD
1A2K,28,-36.33,275.65,630.68,-335.63,-3515.31,290.86,3524.15,-2.36,-49.79,-180.17,3.62,6.19
1A2K,74,-74.04,6116.23,802.61,-813.91,-3225,788.31,3474.75,-7.24,-122.02,-173.38,-1.98,8.02
1A2K,23,-30.17,734.45,525.27,-142.04,-2704.47,135.63,2632.45,-0.99,-32.79,-205.13,-6.66,5.75
1A2K,23,-33.97,557,542.08,-239.28,-2643.22,225.72,2624.94,-1.88,-36.31,-205.81,-2.27,7.41
1A2K,25,-32.69,626.67,540.03,-209.91,-2369.24,222.73,2393.72,-0.42,-34.79,-196.95,-5.93,5.68
1A2K,73,-108.55,6839.95,971.09,-1153.88,-3968.49,1152.12,4205.62,-8.9,-158.99,-161.93,7.6,7.77
1A2K,80,-89.18,4183.71,778.12,-1042.61,-3239.19,1055.28,3546.8,-7.52,-120.91,-174.15,1.3,3.58
1A2K,36,-46.67,1002.93,613.29,-520.8,-2426.56,515.46,2522.13,-1.2,-55.05,-199.34,-5.86,8.92
1A2K,55,-55.22,2674.68,584.79,-683.55,-2620.65,674.08,2731.77,-5.99,-70.71,-210.64,-6.55,8.96
1A2K,52,-76.38,3305.38,797.84,-1142.85,-3186.12,1118.34,3274.4,-3.26,-112.3,-182.12,2.89,8.91
1A2K,60,-64.66,3414.8,586.33,-849.39,-2646.58,855.64,2708.65,-6.68,-92.62,-208.85,-8.19,8.57
1A2K,35,-45.58,1758.33,778.43,-431.65,-3260.73,430.22,3302.53,-3.68,-64.77,-175.72,-1.88,7.81
1A2K,65,-66.54,4735.96,607.51,-726.3,-2548.87,692.64,2638.31,-4.46,-105.11,-200.27,-3.03,7.8
1A2K,27,-41.17,889.66,611.26,-240.64,-2779.47,248.45,2747.63,0,-43.58,-196.6,-2.37,8.13
1A2K,55,-77.55,2395.75,852.85,-943.32,-2962.39,979.2,3336.25,-6.51,-104.87,-185.2,3.93,6.54
1A2K,46,-74.99,1633.14,830.79,-874.41,-3078.63,885.18,3438.77,-5.56,-111.62,-170.74,4.96,8.79
1A2K,88,-95.57,8557.09,764.66,-1267.36,-3154,1252.01,3258.12,-5,-155.31,-171.2,10.05,4.61
1A2K,86,-89.56,6018.86,744,-1289.93,-3157.75,1234.76,3394,-5.95,-147.68,-171.07,8.86,5.4
1A2K,56,-67.11,2028.88,815.72,-529.01,-3291.74,561,3381.92,-0.87,-84.28,-171.95,-3.35,6.35
1A2K,45,-61.51,1701.41,727.35,-776.18,-2662.41,746.62,3191.56,-6.97,-89.9,-173.23,4.03,8.52
1A2K,15,-31.52,729.07,774.96,-434.56,-3804.31,390.32,3689.16,-0.9,-54.36,-162.85,12.22,6.77
1A2K,97,-68.97,6383.7,692.29,-612.61,-2790.33,639.2,2870.06,-3.45,-124.61,-208.3,-19.28,8.53
1A2K,29,-42.73,1304.87,671.51,-490.02,-3143.14,427.74,3109.82,-2.83,-57.4,-175.14,0.62,6.46
1A2K,38,-66.26,2659.01,806.07,-712.31,-3114.58,694.88,3193.45,-6.34,-87.24,-177.68,-0.12,5.65
1A2K,51,-40.47,3838.06,579.05,-370.24,-2468.66,375.49,2505.6,-1.21,-52.04,-202.46,-6.88,3.19
1A2K,29,-46.31,1223.76,663.56,-326.77,-2894.31,323.75,2872.23,-0.74,-54.39,-189.31,-1.71,6.75
1A2K,75,-71.61,3546.2,617.61,-582.95,-2522.92,582.63,2665.78,-3.72,-89.84,-200.81,-16.94,3.59
1A2K,20,-27.45,971.96,539.19,-196.84,-2236.89,189.45,2249.49,0,-27.28,-209.64,-7.38,8.36
1A2K,30,-36.26,845.5,655.78,-250.9,-3117.1,234.6,3112.75,-1.11,-49.11,-190.55,-8.38,7.4
1A2K,31,-38.82,873.08,777.9,-487.56,-3903.84,492.52,3779.47,-2.43,-64.41,-159.81,3.86,6.49
1A2K,80,-90.21,4560.3,702.85,-1397.83,-2705.88,1364.66,3213.22,-6.91,-150.61,-173.12,11.47,7.31
1A2K,85,-69.08,6321.96,623.34,-770.06,-3038.98,771.81,3010.77,-3.46,-99.7,-208.47,-7.53,7.29
1A2K,28,-35.49,850.3,755.4,-334.55,-3472.53,348.9,3505.95,-2.2,-48.08,-178.78,-9.41,7.28
1A2K,32,-33.57,1088.4,553.42,-260.23,-2327.25,274.78,2390.83,-3.08,-41.96,-194.42,-5.82,4.45
1A2K,51,-68.82,3806.03,830.15,-742.89,-3134.57,753.37,3524.11,-0.85,-110.88,-175.41,-0.36,8.65
1A2K,36,-50.05,1456.46,754.24,-192.82,-2917.82,204.68,3146.65,-1.52,-52.44,-190.35,-6.97,8.89
1A2K,19,-45.76,513.99,780.29,-324.67,-3245.7,318.5,3341.59,-0.85,-50.13,-173.82,1.07,7.41
1A2K,122,-112.94,9073.31,1013.09,-1333.32,-4159.62,1365.32,4117.51,-7.62,-217.03,-158.68,1.36,8.37
1A2K,65,-72.93,2820.4,872.07,-1040.73,-3632.71,1014.16,3757.75,-4.84,-115.04,-167.01,10.96,8.49
1A2K,31,-39.63,861.93,630.21,-415.61,-2723.27,408.7,2677.29,-3.93,-50.31,-201.5,-5.59,5.54
1A2K,55,-61.6,2638.94,638.97,-777.53,-3432.22,767.76,3242.26,-7.39,-87.05,-193.64,1.32,8.59
1A2K,17,-45.11,340.76,848.17,-485.74,-3844.9,490.09,3735.52,-3.9,-61.73,-161.07,8.77,8.79
1A2K,63,-96.61,2461.66,891.66,-1377.49,-3678.97,1400.63,3710.27,-8.63,-158.2,-160.56,22.97,8.27
1A2K,64,-70.23,3110.9,729.44,-693.98,-3339.88,679.67,3555.83,-5.49,-95.85,-184.21,-6.13,5.41
1A2K,47,-62.29,1496.06,755.47,-902.35,-2962.17,917.09,3121.28,-4.4,-93.04,-172.19,7.96,6.51
1A2K,83,-96.49,6188.65,614.14,-1391.48,-2888.43,1320.75,2857.18,-12.25,-171.32,-202.04,-9.93,8.87
1A2K,48,-55.65,2084.1,708.69,-414.37,-2531.44,430.78,2765.49,-1.41,-62.66,-187.27,-7.62,5.72
1A2K,39,-50.21,2394.87,608.4,-398.06,-2489.96,379.53,2750.24,-3.04,-60.74,-187.62,-6.45,4.71
1A2K,26,-48.55,1144.12,675.19,-496.86,-2837.58,475.61,3048.03,-2.92,-62.06,-183.12,4.21,7.76
1A2K,55,-64.5,3681.11,784.41,-829.51,-3245.36,805.28,3417.1,-4.03,-95.59,-178.29,4.56,5.2
1A2K,35,-59.35,2265.77,700.78,-487.25,-3174.45,453.68,3352.99,-1.1,-73.53,-178.5,-6.47,3
1A2K,34,-31.2,1088.29,631.63,-262.78,-2484.52,276.06,2659.11,-0.66,-37.25,-200.83,-9.38,6.93
1A2K,35,-54.35,1073.78,817.86,-638.86,-3199.45,605.75,3233.61,-1.86,-73.68,-172.33,4.32,8.65
1A2K,60,-51.11,2260.26,602.29,-478.03,-2670.9,469.02,2689.41,0,-64.32,-192.56,-3.98,6.41
1A2K,33,-41.38,2662.18,574.84,-209.21,-2604.46,234.53,2643.28,-0.78,-51.24,-197.22,-5.88,6.21
1A2K,31,-45.45,1390.62,686.02,-363.68,-2968.64,361.6,3000.16,-0.97,-59.57,-191.56,-7.8,6.44
1A2K,43,-54.46,1999.43,696.07,-552.23,-2627.6,574.82,2734.46,-4.57,-73.95,-183.21,-2.97,8.07
1A2K,80,-75.36,7512.73,830.14,-1010.14,-3001.21,1003.31,3481.66,-2.46,-128.23,-183.24,6.56,5.73
1A2K,39,-47.45,2752.32,647.57,-387.3,-3206.01,372.6,3256.54,-1.77,-60.14,-188.83,-4.73,3.8
1A2K,23,-36.12,1103.42,575.87,-259.29,-2230.75,235.21,2416.65,-3.08,-33.23,-195.37,-7.85,4.87
1A2K,14,-24.09,104.35,537.06,-186.5,-2552.44,150.83,2677.25,-1.23,-24.81,-195.92,-2.27,4.75
1A2K,83,-73.09,5219.18,758.76,-739.57,-2896.28,756.48,3118.92,-2.6,-180.43,-177.78,2.48,7.02
1A2K,57,-66.77,2005.9,748.38,-604.79,-3013.02,627.48,3021.28,-3.37,-88.02,-186.27,-9.41,3.51
1A2K,24,-39.48,1453.95,615.37,-453.65,-2615.85,432.21,2658.68,-2.79,-50.29,-185.46,2.76,5.35
1A2K,34,-53.15,1550.43,728.37,-523.94,-2988.96,519.84,3013.96,-5.55,-65.79,-180.13,-2.05,6.51
1A2K,78,-68.72,2738.19,659.09,-607.59,-2726.38,572.06,2824.49,-2.8,-91.14,-187.29,-3.96,6
1A2K,37,-39.39,925.04,623.79,-222.99,-2910.57,234.03,2806.38,-2.38,-42.83,-203.13,-7.8,7.42
1A2K,122,-110.24,9322.77,813.89,-1532.51,-3184.21,1529.53,3627.87,-4.34,-206.09,-182.05,5.61,6.44
1A2K,42,-57.42,1067.38,677.64,-524.64,-3403.07,446.46,3572.87,-4.38,-75.58,-179.75,4.05,6.59
1A2K,56,-58.13,1842.23,798.57,-730.2,-3273.65,699.71,3769.48,-1,-92.43,-182.46,11.23,8.17
1A2K,53,-63.44,1668.97,653.6,-815.61,-2977.98,803.4,2930.86,-5.69,-83.05,-206.74,2.18,7.13
1A2K,48,-68.49,3849.18,755.82,-804.6,-3158.57,835.62,3123.23,-4.11,-94.05,-173.82,3.94,3.96
1A2K,60,-66.15,3209.32,791.07,-485.94,-2916.59,523.03,3167.68,-4.63,-79.95,-186.12,-4.14,5.98
1A2K,40,-59.35,2584.41,713.03,-519.7,-3239.77,492.76,3352.51,-3.62,-76.11,-176.6,-4.84,2.51
1A2K,63,-78.94,4382.6,782.62,-911.89,-2795.2,947.58,3087.98,-8.52,-113.19,-175.49,-1.42,8.65
1A2K,72,-58.5,4424.02,643.02,-506.55,-2631.96,557.4,2789.13,-1.22,-86.74,-190.46,-7.05,6.01
1A2K,51,-66.9,2191.26,769.25,-749.71,-2494.2,770.9,2842.65,-4.6,-97,-178.11,-4.91,8.54
1A2K,22,-49.97,1820.94,683.27,-582.93,-2878.17,546.54,3081.29,-3.01,-63.24,-183.11,-5.11,4.34
1A2K,59,-50.68,2138.89,553.92,-746.53,-2316.77,724.11,2385.87,-6.58,-66.57,-205.9,-1.53,7.81
1A2K,24,-44.42,828,695.88,-568.04,-2880.18,532.13,3135.75,-3.47,-59.03,-179.63,-1.79,5.22
1A2K,44,-68.81,1927.46,819.72,-728.25,-3238.97,743.09,3736.25,-3.73,-95.77,-181.14,12.9,8.36
1A2K,49,-57.59,2920.67,618.92,-757.84,-3129.9,716.79,3022.9,0,-89.47,-196.34,-6.92,4.98
1A2K,46,-64.45,2233.86,744.31,-665.52,-3142.35,639,3364.63,-1.39,-76.93,-181.32,-2.08,3.48
1A2K,22,-41.69,680.91,611.38,-369.11,-2443.22,344.22,2491.06,-1.79,-48.94,-183.7,-7.5,8.2
1A2K,47,-74.3,1583.23,820.61,-713.55,-2986.46,686.53,3073.37,-5.61,-94.47,-190.76,-6.2,7.2
1A2K,82,-69.34,7923.49,664.1,-614.29,-2591.6,628.98,2741.39,-1.89,-108.17,-201.62,-11.96,3.08
1A2K,43,-50.97,2930.55,684.47,-482.98,-3450.3,413.32,3553.9,-1.41,-79.64,-179.99,-4.69,6.01
1A2K,34,-53.45,1789.82,636.16,-523.07,-2743.55,507.77,2704.98,-3.62,-63.8,-185.51,-0.64,5.7
1A2K,44,-56.76,1697.79,677.94,-658.22,-3338.79,634.72,3262.46,-2.16,-75.54,-197.57,-2.97,8.85
1A2K,32,-33.63,1430.85,531.57,-207.52,-2384.42,227.32,2327.31,-2.56,-36.11,-208.74,-7.7,8.42
1A2K,38,-49.03,2823.29,725.78,-434.12,-3152.31,435.1,3355.06,-1.71,-70.65,-188.14,-6.62,5.45
1A2K,42,-42.28,1940.74,658.89,-277,-2806.02,259.41,2971.49,-1.57,-52.78,-193.13,-9.18,3.43
1A2K,34,-50.29,2060.3,681.85,-301.46,-2708.95,314,2803.18,-0.67,-64.71,-192,-5.1,8.79
1A2K,23,-44.26,370.52,615.84,-476.28,-2564.22,455.19,2714.12,-1.45,-50.88,-192.2,-2.4,3.57
1A2K,31,-48.52,1091.29,832.96,-419.89,-3489.77,407.96,3554.7,-0.71,-64.25,-172.6,0.02,8.89
1A2K,36,-55.55,2365.57,666.44,-472.07,-2658.71,470.43,2836.48,-1.92,-66.51,-190.13,-4.52,5.67
1A2K,46,-48.08,1509.62,625.47,-817.66,-2413.67,793.98,2692.49,-3.47,-68.92,-185.6,1.92,7.93
1A2K,30,-38.81,1613.13,585.32,-549.94,-2173.03,514.24,2531.72,-2.7,-53.9,-178.35,-0.16,7.52
1A2K,75,-81.52,4987.38,604.82,-1177.66,-2739.83,1125.26,2666,-9.88,-127.16,-195.78,-2.06,8.76
1A2K,52,-55.7,3113.77,587.41,-410.41,-2352.78,387.02,2521.88,-2.47,-59.1,-200.02,-15.3,3.55
1A2K,23,-32.84,474.57,678.39,-411.69,-2484.37,425.42,2796.3,-0.9,-43.82,-190.77,-6.73,6.57
1A2K,22,-49.15,961.53,785.93,-643.26,-3165.9,611.33,3733.1,-3,-67.89,-172,4.7,8.38
1A2K,20,-20.63,1113.1,522.41,-131.28,-2032.69,151.92,2118.09,-1.37,-24.08,-199.93,-8.52,7.63
1A2K,76,-67.56,4127.12,604.28,-594.31,-2533.48,576.12,2583.07,-4.06,-84.62,-202.58,-16.41,3.53
1A2K,52,-58.2,4266.3,655.32,-407.99,-2709.99,437.15,2692.73,0,-85.04,-192.75,-3.33,6.48
1A2K,44,-51.53,1768.02,841.5,-587.11,-3833.54,633.72,3695.8,-4.93,-78.56,-172.53,-9.2,7.63
1A2K,114,-115.27,5853.49,848.33,-1903.9,-3736.19,1855.66,3753.12,-8.84,-186.4,-170.48,9.64,8.68
1A2K,100,-83.13,7676.52,762.15,-950.98,-2828.08,937.46,3258.21,-5.94,-129.41,-184.47,-8.34,3.28
1A2K,44,-60.98,1236.75,665.49,-586.6,-2770.99,583.93,2841.36,-1.91,-82.1,-175.19,-0.77,5.94
1A2K,57,-72.38,2714.94,818.14,-894.09,-2916.72,908.86,3288.57,-3.24,-99.55,-187.87,0.5,5.38
1A2K,31,-44.09,680.79,663.5,-525.86,-3208.12,513.29,3402,-3.14,-52.16,-187.5,-0.53,8.38
1A2K,46,-35.36,1769.39,650.97,-298.57,-2792.88,304.97,2898.11,-1.96,-49.62,-194.62,-10.73,5.57
1A2K,46,-53.9,2806.27,816.46,-596.62,-3484.2,548.86,3877.26,-3.71,-82.16,-177.79,9.96,7.76
1A2K,100,-78.29,5211.85,807.61,-1010.2,-3330.51,1017.82,3319.88,-2.75,-149.12,-178.49,1.76,6.14
1A2K,35,-53.24,1427.61,803.85,-787.2,-3590.17,774.44,3755.04,-5.25,-81.09,-163.17,10.39,7.05
1A2K,32,-61.61,1727.35,680.21,-714.7,-2764.48,688.91,2752.99,-4.64,-86.18,-179.44,6.47,5.71
1A2K,29,-49.42,2241.93,659.29,-593.98,-2791.04,562.31,2934.26,-4.51,-61.11,-189.63,0.51,7.42
1A2K,61,-50.57,6014.63,706.84,-380.66,-2766.12,380.51,2916.42,-1.91,-94.48,-196.7,-14.84,4.84
1A2K,51,-71.6,3668.09,752.34,-768.94,-3402.3,784.21,3839.91,-5.65,-102.27,-180.4,0.32,8.9
1A2K,28,-36.85,1562.25,668.07,-282.43,-2965.58,268.28,3139.4,-0.5,-47.69,-179.56,-0.53,6.64
1A2K,50,-60.14,1847.36,824.38,-602.74,-3803.47,590.63,3936.4,-1.64,-92.36,-169.32,7.27,6.7
1A2K,42,-57.76,1051.63,675.81,-468.71,-2692.73,434.46,2874.72,-2.03,-74.72,-186.22,-6.11,7.05
1A2K,52,-60.74,2189.31,709.87,-656.24,-3058.47,629.24,3014.03,-5.61,-82.03,-175.18,0.64,6.09
1A2K,62,-64.79,4522.95,748.75,-722.39,-2585.28,758.29,2896.03,-4.19,-98.49,-184.86,-3.4,7.99
1A2K,23,-47.48,443.97,759.71,-558.81,-3794.88,498.15,3906.47,-3.66,-70.21,-158.83,6.79,5.57
1A2K,36,-33.24,2371.8,485.14,-243.41,-2325.98,242.18,2321.92,-1.25,-42.52,-212.52,-5.72,5.57
1A2K,33,-34.85,2746.92,542.69,-281.79,-2513.48,286.18,2428.33,-2.02,-38.87,-210.69,-5.13,7.3
1A2K,13,-32.5,697.94,772.41,-245.89,-3184.38,273.39,3511.22,0,-40.04,-191.53,-2.84,8.79
1A2K,46,-70.41,2403.4,805.01,-762.97,-3520.98,686.49,3968.9,-5.04,-100.56,-175.6,8.64,7.12
1A2K,17,-32.42,500.32,563.24,-172.43,-2538.72,187.27,2542.22,0,-33.19,-198.88,-3.86,6.87
1A2K,43,-44.58,2869.39,570.88,-501.19,-2620.75,445.72,2664.37,-3.13,-55.18,-187.06,-6.76,8.42
1A2K,46,-60.92,2776.18,645.15,-916.65,-2365.83,899.28,2820.57,-4.43,-85.14,-181.66,3.91,7.94
1A2K,61,-55.85,4778.49,659.29,-628.92,-3042.63,574.9,3230.29,-3.89,-92.24,-173.97,-0.36,5.94
1A2K,92,-77.43,6151.66,908.15,-1269.27,-3499.33,1235.92,3825.46,-4.27,-152.04,-162.2,1.21,8.79
1A2K,22,-20.68,693.94,523.66,-114.54,-2104.25,135.42,2161.87,-0.62,-21.21,-201.33,-8.41,7.26
1A2K,19,-32.93,478.94,708.56,-269.46,-3086.12,250.25,3296.8,-0.78,-38.21,-195.25,-7.16,7.2
1A2K,31,-45.45,323.32,812.6,-673.61,-3912.73,646.1,3873.41,-2.17,-75.51,-158.03,12.96,5.57
1A2K,51,-78.72,1830.98,808.8,-802.31,-2785.43,832.46,3067.16,-3.71,-98.58,-174.99,0.04,6.45
1A2K,42,-73.47,4183.28,808.71,-985.94,-3900.35,898.93,4175.29,-4.86,-120.42,-163.47,12.45,6.24
1A2K,43,-59.5,2710.86,768.75,-476.64,-3144.2,493.01,3165.49,-2.66,-71.89,-181.84,-4.56,5.56
1A2K,30,-39.85,1250.11,716.62,-422.07,-2883.42,423.28,3124.54,-0.56,-56.62,-190.24,-9.81,6.51
1A2K,25,-42.26,1813.49,716.64,-484.93,-2751.72,494.56,3148.47,-2.45,-56.54,-187.32,-4.05,7
1A2K,108,-89.53,7798.74,766.48,-1041.03,-2945.67,987.76,3383.97,-4.93,-133.77,-181.06,-10.62,3.11
1A2K,50,-64,3085.97,776.17,-861.1,-3477.17,854.82,3583.66,-7.57,-98.65,-181.45,10.53,6.71
1A2K,50,-59.38,2522.94,794.24,-611.63,-3224.36,604.56,3249.38,-1.75,-82.27,-180.31,-0.92,5.2
1A2K,60,-60.44,3614.03,712.92,-411.61,-3073.22,427.33,3071.64,-0.97,-137.8,-191,-11.08,6.73
1A2K,70,-76.81,4091.26,688.29,-755.98,-2784.96,756.96,2904.99,-4.82,-121.98,-184.21,-4.66,6.13
1A2K,74,-75.13,3725.43,687.98,-811.83,-3078.29,796.74,3015.39,-5.44,-104.01,-193.25,-3.65,7.68
1A2K,25,-44.69,503.94,577.96,-289.8,-2734.68,259.73,2726.06,0,-44.47,-193.1,0.01,6.65
1A2K,58,-60.1,3191.24,708.11,-529.21,-3107.82,480.75,3267.68,-2.87,-82.77,-181.06,-7.94,4.03
1A2K,47,-59.65,3065.21,632.47,-653.16,-2975.35,645.47,3009.36,-2.92,-75.76,-214.19,-8.44,8.57
1A2K,74,-54.74,5331.16,540.7,-745.97,-2435.18,722.76,2549.64,-5.68,-93.68,-211.02,-6.77,3.28
1A2K,59,-57.65,3021.88,789.6,-633.19,-3674.78,622.32,3753.38,-2.89,-94.54,-170.79,9.77,8.27
1A2K,31,-61.27,2776.54,845.96,-759.43,-2564.93,838.95,2960.62,-3.03,-113.39,-168.84,-0.57,8.78
1A2K,43,-37.25,1577.14,705.11,-359,-2833.63,348.12,3057.64,-2.33,-50.98,-191.85,-8.73,5.54
1A2K,18,-22.41,258.12,580.66,-97.91,-2319.29,95,2455.29,0,-21.51,-197.33,-6.98,6.62
1A2K,35,-48.97,1462.79,575.14,-531.47,-2577.26,520.26,2631.13,-4.08,-62.48,-212.46,-0.43,7.11
1A2K,43,-66.83,2929.74,750.56,-705.17,-3319.35,701.58,3442.73,-4.77,-87.04,-171.68,-2.31,8.36
1A2K,35,-63.17,1519.4,759.06,-838.55,-3004.07,822.19,3292.3,-2.73,-91.96,-172.11,8.66,4.74
1A2K,35,-49.43,947.13,800.81,-598.26,-3807.18,598.53,3843.47,-4.06,-74.52,-161.52,11.4,5.91
1A2K,65,-46.99,2183.35,636.45,-820.22,-2742.64,769.57,2922.92,-7.62,-72.4,-177.09,3.22,5.23
1A2K,50,-64.16,2158.9,745.8,-476.34,-2907.68,482.93,3021.28,-4.31,-84.02,-192.22,-5.83,8.02
1A2K,61,-46.07,4340.67,578.49,-412.78,-2648.59,376.38,2749.25,-2.77,-64.44,-200.44,-7.89,3.31
1A2K,75,-70.37,6302.67,646.82,-588.28,-2637.17,586.2,2776.53,-2.22,-95.22,-197.43,-13.74,4.2
1A2K,39,-40.74,2435.85,543.09,-426.15,-2689.14,445.21,2694.62,-3.54,-49.69,-206.87,-1.77,6.64
1A2K,88,-94.38,8296.64,867.05,-1056.81,-2704.57,1054.32,3119.84,-7.92,-143.15,-172.06,-3.81,6.44
1A2K,35,-40.58,1076.72,653.69,-527.54,-2743.98,514.57,2798.11,-0.89,-62.17,-184.42,-1.13,7.6
1A2K,28,-49.92,1291.64,620.51,-340.76,-2557.39,344.29,2715.36,-0.69,-58.57,-191.05,-6.43,5.82
1A2K,48,-56.92,1970.73,791.78,-838.37,-3777.47,852.51,3575.03,-2.12,-97.55,-164.77,12.48,7.47
1A2K,23,-36.43,354.58,591.58,-251.33,-2568.55,235.15,2715.28,-1.29,-37.37,-198.04,-5.08,3.28
